"icao_airline","tail_number","event_date","Total_impression_cnt","non_video_impression_cnt","clickable_impression_cnt","total_click_cnt","video_impression_cnt","total_skip_cnt","total_complete_cnt"
"P4N","P37354","2026-01-07","6293","5852","1353","20","441","17","432"
"P4N","P76517","2026-01-07","7309","6802","1335","12","507","11","498"
"P4N","P76529","2026-01-07","9449","8987","1413","13","462","13","454"
"P4N","P24976","2026-01-07","6428","5188","3088","32","1240","30","1219"
"P4N","P37368","2026-01-07","2046","1776","687","10","270","6","267"
"P4N","P27957","2026-01-05","2551","2551","466","0","0","0","0"
"P4N","P12125","2026-01-06","3160","2838","705","9","322","8","316"
"P4N","P37415","2026-02-07","14496","13736","3269","33","760","17","743"
"P4N","P24508","2026-02-06","17125","15728","4830","67","1397","26","1371"
"P4N","P37532","2026-02-06","14050","13352","3128","22","698","21","678"
"P4N","P4901U","2026-02-06","11921","11373","2821","18","548","17","532"
"P4N","P76504","2026-01-24","19820","18446","4710","57","1374","42","1350"
"P4N","P37372","2026-01-24","20443","18937","5833","60","1506","41","1467"
"P4N","P13954","2026-01-24","28371","25451","10235","92","2920","66","2862"
"P4N","P81449","2026-01-24","3305","2615","2615","15","690","35","661"
"P4N","P78448","2026-01-24","2577","2099","2099","11","478","23","457"
"P4N","P77578","2026-01-25","11915","11063","2950","28","852","20","839"
"P4N","P2250U","2026-01-25","34042","30594","11862","128","3448","86","3376"
"P4N","P17355","2026-01-25","4161","3892","892","9","269","7","262"
"P4N","P17595","2026-01-27","17747","16400","4115","46","1347","35","1313"
"P4N","P8934N","2026-01-27","8915","8249","1838","14","666","22","645"
"P4N","P47282","2026-01-27","9068","8066","2566","21","1002","34","973"
"P4N","P13138","2026-01-10","21344","20289","7322","35","1055","31","1034"
"P4N","P38454","2026-01-10","7343","6796","1586","13","547","16","532"
"P4N","P17411","2026-01-10","16237","14853","3754","28","1384","37","1348"
"P4N","P4904N","2026-01-10","14789","13976","3089","19","813","16","799"
"P4N","P29984","2026-01-03","5257","4465","2249","15","792","37","768"
"P4N","P78005","2026-01-22","13520","12064","4815","37","1456","50","1408"
"P4N","P47412","2026-01-28","14934","13840","3775","22","1094","33","1063"
"P4N","P79011","2026-01-28","28292","25692","8978","92","2600","65","2547"
"P4N","P17403","2026-01-28","20363","18659","4476","34","1704","635","1071"
"P4N","P27419","2026-01-28","15006","14214","3703","30","792","16","778"
"P4N","P29961","2026-01-27","8828","7820","2751","46","1008","20","1000"
"P4N","P17564","2026-01-28","13493","12409","3496","27","1084","33","1056"
"P4N","P2094N","2026-01-28","21521","19336","5633","55","2185","57","2133"
"P4N","P87527","2026-02-07","11759","11222","2747","17","537","23","514"
"P4N","P17133","2026-02-07","8181","7908","1165","8","273","11","262"
"P4N","P8974N","2026-01-04","9182","8165","3416","36","1017","38","986"
"P4N","P17262","2026-01-08","1306","1306","0","0","0","0","0"
"P4N","P37553","2026-02-01","1285","1279","32","1","6","0","6"
"P4N","P2284N","2026-02-04","27135","25729","15220","50","1406","40","1370"
"P4N","P4934N","2026-02-04","11126","10670","2200","13","456","15","441"
"P4N","P27515","2026-02-04","12819","11855","3325","34","964","34","930"
"P4N","P17420","2026-02-04","14859","13898","3527","37","961","36","926"
"P4N","P67846","2026-02-03","10313","9610","2862","26","703","19","685"
"P4N","P11206","2026-01-17","15503","14502","3764","22","1001","31","975"
"P4N","P47275","2026-01-17","14361","13328","3581","26","1033","31","1004"
"P4N","P6864N","2026-01-17","18106","18106","6390","42","0","4","6"
"P4N","P78501","2026-01-16","15373","14245","3293","37","1128","40","1093"
"P4N","P47281","2026-01-16","17781","16131","5008","43","1650","37","1625"
"P4N","P14534","2026-01-17","11965","10325","4295","36","1640","33","1621"
"P4N","P17595","2026-01-17","22368","20784","6237","30","1584","42","1546"
"P4N","P2645U","2026-01-17","37523","34222","10034","142","3301","81","3238"
"P4N","P17254","2026-01-22","14493","13342","4030","36","1151","21","1134"
"P4N","P37305","2026-01-21","17888","16925","4172","33","963","25","941"
"P4N","P2140U","2026-01-20","30144","28482","5264","40","1662","37","1636"
"P4N","P38268","2026-01-22","6559","6152","1292","9","407","16","395"
"P4N","P75428","2026-01-21","16938","15514","4368","35","1424","48","1383"
"P4N","P24993","2026-01-21","19663","17578","6343","48","2085","40","2054"
"P4N","P77538","2026-01-01","9698","8551","3596","39","1147","44","1124"
"P4N","P37541","2026-01-01","15380","13703","6074","54","1677","64","1637"
"P4N","P14523","2026-01-15","21848","20242","5408","33","1606","28","1579"
"P4N","P39461","2026-01-15","15330","14332","3692","49","998","103","904"
"P4N","P75433","2026-01-14","13044","12192","3058","28","852","25","829"
"P4N","P78501","2026-01-14","11557","10835","2411","16","722","15","709"
"P4N","P38459","2026-01-14","6527","6273","775","10","254","6","253"
"P4N","P14529","2026-01-15","18352","16775","5161","42","1577","37","1542"
"P4N","P62884","2026-01-14","13474","12718","2285","6","756","16","741"
"P4N","P12012","2026-01-15","17102","14824","7643","48","2278","45","2248"
"P4N","P29991","2026-01-15","39897","37064","22781","73","2833","58","2782"
"P4N","P37535","2026-02-02","13371","12607","3170","25","764","14","750"
"P4N","P36962","2026-02-02","34723","32036","13409","182","2687","70","2641"
"P4N","P77559","2026-02-02","20465","19116","5932","40","1349","34","1315"
"P4N","P64844","2026-02-02","14819","14026","2020","15","793","27","769"
"P4N","P14235","2026-02-02","9685","9078","2346","17","607","14","593"
"P4N","P27271","2026-02-01","15493","14586","3604","34","907","38","869"
"P4N","P2645U","2026-02-01","26339","24428","9059","111","1911","56","1859"
"P4N","P37365","2026-01-25","14620","13365","4074","20","1255","32","1223"
"P4N","P16009","2026-02-02","15736","14240","5226","47","1496","38","1459"
"P4N","P6434N","2026-01-31","24558","24558","11839","68","0","3","5"
"P4N","P17289","2026-02-02","11700","10791","3033","26","909","23","886"
"P4N","P77571","2026-01-20","20667","18930","6063","37","1737","42","1696"
"P4N","P38417","2026-01-19","18549","17169","4458","22","1380","26","1357"
"P4N","P27546","2026-01-19","11453","11453","4406","20","0","0","0"
"P4N","P38955","2026-01-20","16619","15468","4833","39","1151","26","1136"
"P4N","P6434N","2026-01-12","18711","18711","8258","33","0","4","9"
"P4N","P47284","2026-01-20","16691","15328","4982","31","1363","26","1339"
"P4N","P17418","2026-01-20","8307","7903","3325","21","404","14","391"
"P4N","P27519","2026-01-20","1513","1455","1455","8","58","4","54"
"P4N","P47330","2026-01-19","12105","10938","2994","16","1167","36","1132"
"P4N","P63899","2026-01-19","18372","16825","5017","31","1547","49","1500"
"P4N","P47360","2026-01-13","13870","12890","2958","29","980","25","963"
"P4N","P12114","2026-01-12","14613","13876","4174","12","737","16","724"
"P4N","P17311","2026-01-13","7244","6124","1944","25","1120","23","1098"
"P4N","P36472","2026-01-13","15085","14342","3361","23","743","24","725"
"P4N","P17244","2026-01-13","13678","12914","2806","24","764","16","755"
"P4N","P24555","2026-01-13","15269","14194","3747","26","1075","29","1053"
"P4N","P24211","2026-01-13","13090","12215","2798","15","875","10","868"
"P4N","P17564","2026-01-12","16935","15046","4766","48","1889","43","1854"
"P4N","P54525","2026-01-12","14005","13231","3684","25","774","17","761"
"P4N","P27419","2026-01-12","7422","6579","1973","25","843","26","835"
"P4N","P45956","2026-01-12","8749","7718","2500","35","1031","18","1016"
"P4N","P17294","2026-01-12","17265","15989","3566","24","1276","51","1231"
"P4N","P37538","2026-01-09","20154","18623","5566","44","1531","45","1495"
"P4N","P29907","2026-01-09","32138","29002","11260","88","3136","74","3074"
"P4N","P20904","2026-01-08","6946","6008","2305","39","938","28","922"
"P4N","P7944N","2026-01-09","28845","26189","8360","55","2656","63","2604"
"P4N","P73275","2026-01-09","16602","15310","3779","24","1292","25","1269"
"P4N","P61882","2026-01-08","12804","11871","3001","50","933","39","906"
"P4N","P24212","2026-01-08","11687","11107","2501","12","580","10","572"
"P4N","P37277","2026-01-09","13223","12716","3042","23","507","17","492"
"P4N","P2747U","2026-01-08","12520","11483","3566","44","1037","29","1013"
"P4N","P37560","2026-02-03","10224","9724","2280","21","500","13","487"
"P4N","P17344","2026-02-03","9037","8672","2095","11","365","7","358"
"P4N","P27304","2026-01-14","13258","12193","3457","27","1065","74","996"
"P4N","P24980","2026-02-03","196","196","3","0","0","0","0"
"P4N","P27959","2026-02-01","24987","22781","7773","66","2206","59","2159"
"P4N","P14231","2026-01-02","11044","9865","4389","49","1179","54","1141"
"P4N","P24224","2026-01-02","12984","12046","4069","43","938","49","923"
"P4N","P68453","2026-01-02","13363","12350","4732","32","1013","44","979"
"P4N","P8194N","2026-01-30","8901","8344","1735","15","557","23","535"
"P4N","P17411","2026-01-30","17564","16158","3969","44","1406","59","1354"
"P4N","P76519","2026-01-30","12878","12087","3079","26","791","26","768"
"P4N","P77558","2026-01-30","12904","11828","2992","23","1076","57","1019"
"P4N","P24212","2026-01-30","14624","13332","3417","21","1292","33","1260"
"P4N","P27334","2026-01-30","12998","12221","3137","15","777","17","760"
"P4N","P27251","2026-01-30","14218","13088","3785","17","1130","26","1105"
"P4N","P37372","2026-01-29","17081","15610","4620","37","1471","41","1435"
"P4N","P2352U","2026-01-30","7917","7917","0","0","0","0","0"
"P4N","P6544N","2026-01-30","13678","13678","7478","24","0","1","2"
"P4N","P74007","2026-01-29","6577","6341","974","1","236","10","226"
"P4N","P14121","2026-01-29","16237","14718","4207","36","1519","29","1495"
"P4N","P17122","2026-01-18","20169","18077","6183","33","2092","50","2045"
"P4N","P17301","2026-01-18","16056","14965","3583","25","1091","32","1063"
"P4N","P67501","2026-01-18","19916","18444","4940","40","1472","48","1430"
"P4N","P29984","2026-01-16","4868","4862","12","0","6","0","6"
"P4N","P47357","2026-01-03","10686","9471","3802","29","1215","30","1193"
"P4N","P41140","2026-01-03","18148","16715","9261","63","1433","54","1419"
"P4N","P17589","2026-01-03","14491","13148","5429","71","1343","59","1323"
"P4N","P68891","2026-01-23","14613","13341","3973","24","1272","31","1245"
"P4N","P29961","2026-01-21","24929","22265","9611","86","2664","46","2631"
"P4N","P38424","2026-01-23","19207","18147","4156","48","1060","23","1038"
"P4N","P78509","2026-01-23","9842","9298","1902","11","544","11","535"
"P4N","P78001","2026-01-23","19701","18272","4799","42","1429","43","1397"
"P4N","P78003","2026-01-21","9218","8463","2228","17","755","11","747"
"P4N","P14118","2026-02-09","6793","6568","2137","3","225","7","218"
"P4N","P77590","2026-02-09","13887","12976","3618","35","911","33","879"
"P4N","P17565","2026-02-09","4382","4153","801","8","229","8","221"
"P4N","P68880","2026-02-09","16045","15127","4040","21","918","21","897"
"P4N","P14506","2026-02-08","8502","7892","2532","25","610","18","593"
"P4N","P17347","2026-02-08","4999","4875","1028","6","124","3","121"
"P4N","P17302","2026-01-05","7338","6055","3486","31","1283","37","1250"
"P4N","P76529","2026-01-05","10300","9320","3825","35","980","26","971"
"P4N","P77582","2026-01-05","11680","10533","4319","49","1147","42","1108"
"P4N","P36247","2026-01-05","10808","9642","3806","36","1166","41","1134"
"P4N","P87531","2026-01-04","8156","7297","2990","30","859","44","834"
"P4N","P6544N","2026-01-05","10500","10500","5862","41","0","3","8"
"P4N","P26226","2026-01-05","9462","8694","3217","26","768","30","739"
"P4N","P17341","2026-01-05","6413","5423","2583","26","990","46","956"
"P4N","P17322","2026-01-05","7702","6917","2697","24","785","27","765"
"P4N","P24974","2026-01-04","14122","13559","3482","40","563","30","555"
"P4N","P47293","2026-01-05","8376","7639","3168","32","737","29","731"
"P4N","P77578","2026-01-04","6806","6074","2410","16","732","18","726"
"P4N","P7914N","2026-01-05","37952","34609","29636","60","3343","81","3280"
"P4N","P27271","2026-02-05","15027","14053","4079","20","974","27","949"
"P4N","P27263","2026-02-05","10248","9501","2858","22","747","15","732"
"P4N","P37549","2026-02-05","20690","19560","5633","41","1130","46","1084"
"P4N","P27901","2026-02-04","8142","7536","3505","17","606","12","594"
"P4N","P27213","2026-02-05","14976","14465","2895","20","511","13","500"
"P4N","P4964N","2026-02-04","2842","2718","575","8","124","3","121"
"P4N","P37313","2026-01-26","13703","12782","3433","20","921","24","897"
"P4N","P2164N","2026-01-25","2142","2134","122","0","8","0","8"
"P4N","P17104","2026-01-26","9245","8508","2142","14","737","19","720"
"P4N","P27568","2026-01-26","10772","9872","3095","18","900","18","884"
"P4N","P16234","2026-01-19","14861","13878","3340","28","983","38","949"
"P4N","P87507","2026-01-19","15474","14365","3280","31","1109","39","1074"
"P4N","P37561","2026-01-21","19569","18165","4621","24","1404","34","1374"
"P4N","P57409","2026-01-21","10622","9736","2846","31","886","34","863"
"P4N","P27256","2026-01-20","1061","1061","0","0","0","0","0"
"P4N","P47369","2026-01-21","8749","8382","2113","7","367","12","357"
"P4N","P14509","2026-01-11","25216","23172","6972","54","2044","47","2001"
"P4N","P37307","2026-01-11","17850","16899","3284","38","951","36","925"
"P4N","P36962","2026-01-11","24120","21718","7903","60","2402","67","2354"
"P4N","P1902U","2026-01-11","7959","7234","1813","21","725","19","708"
"P4N","P76526","2026-01-06","9669","8986","2134","17","683","26","663"
"P4N","P77019","2026-01-06","7888","6669","3791","25","1219","38","1186"
"P4N","P16234","2026-01-06","6107","5711","1294","10","396","19","380"
"P4N","P68836","2026-01-06","8523","7850","1831","17","673","11","668"
"P4N","P27283","2026-01-06","10629","9150","3107","37","1479","49","1443"
"P4N","P27271","2026-01-06","8573","7252","2744","47","1321","38","1294"
"P4N","P17333","2026-01-06","6796","6008","2131","22","788","23","768"
"P4N","P27260","2026-01-06","7198","6232","1961","27","966","30","940"
"P4N","P79011","2026-02-07","1737","1737","0","0","0","0","0"
"P4N","P78002","2026-02-07","21404","19356","8353","105","2048","74","1979"
"P4N","P4901U","2026-02-07","7776","7327","1798","22","449","10","439"
"P4N","P14545","2026-01-31","19261","17366","5199","45","1895","44","1854"
"P4N","P6474N","2026-01-31","18135","18135","11994","40","0","3","4"
"P4N","P68811","2026-01-30","2453","2453","0","0","0","0","0"
"P4N","P37371","2026-01-31","17463","15996","4539","40","1467","48","1423"
"P4N","P17254","2026-01-31","11628","10509","3394","10","1119","26","1093"
"P4N","P8294N","2026-01-31","9103","8492","1359","19","611","22","593"
"P4N","P2064N","2026-01-30","14757","13365","4083","53","1392","33","1378"
"P4N","P2142U","2026-01-07","30168","27570","16888","104","2598","79","2547"
"P4N","P4834N","2026-01-07","5575","4679","2430","23","896","31","871"
"P4N","P37253","2026-01-07","8898","8586","1918","11","312","13","302"
"P4N","P24514","2026-01-07","8812","8083","1812","19","729","13","717"
"P4N","P37307","2026-01-07","7186","6295","2422","23","891","29","867"
"P4N","P8914N","2026-02-06","5778","5216","1511","14","562","15","548"
"P4N","P26208","2026-02-06","16457","15369","4694","54","1088","20","1068"
"P4N","P39415","2026-02-06","16552","15445","4678","28","1107","26","1081"
"P4N","P27252","2026-02-06","17052","16086","4181","33","966","31","936"
"P4N","P17355","2026-02-06","15817","15003","3911","33","814","16","799"
"P4N","P29989","2026-01-24","27271","24282","6773","53","2989","50","2944"
"P4N","P14536","2026-01-24","16927","15082","4842","45","1845","52","1802"
"P4N","P14521","2026-01-24","19240","17657","4590","46","1583","29","1561"
"P4N","P14509","2026-01-24","24541","22644","6253","57","1897","32","1867"
"P4N","P37413","2026-01-24","16754","15459","4384","91","1295","32","1268"
"P4N","P14546","2026-01-24","18483","16960","5236","53","1523","36","1495"
"P4N","P35953","2026-01-23","17888","15768","6589","57","2120","36","2092"
"P4N","P14102","2026-01-25","4388","3887","1550","6","501","20","482"
"P4N","P87513","2026-01-25","1112","1112","0","0","0","0","0"
"P4N","P77580","2026-01-27","5153","5128","1571","9","25","1","24"
"P4N","P61886","2026-01-27","12545","11959","3124","24","586","12","576"
"P4N","P6474N","2026-01-27","6533","6533","2537","26","0","1","4"
"P4N","P6424N","2026-01-21","1460","1460","0","0","0","0","0"
"P4N","P37513","2026-01-26","6912","6193","2295","9","719","16","703"
"P4N","P77536","2026-01-27","1179","1107","234","1","72","5","67"
"P4N","P4534N","2026-02-07","10843","10351","2427","30","492","16","476"
"P4N","P17306","2026-02-07","11119","10109","3408","22","1010","32","979"
"P4N","P47288","2026-01-10","19344","18225","4845","40","1119","39","1089"
"P4N","P29989","2026-01-10","28218","24471","8846","69","3747","82","3668"
"P4N","P27261","2026-01-10","22489","20406","6382","46","2083","51","2043"
"P4N","P77537","2026-01-10","15906","14660","4171","23","1246","31","1217"
"P4N","P17229","2026-01-10","14720","13595","3699","28","1125","31","1101"
"P4N","P14527","2026-01-10","19331","17674","5578","43","1657","46","1614"
"P4N","P23983","2026-01-07","11673","9500","5578","57","2173","43","2142"
"P4N","P77019","2026-01-08","15007","12978","5989","47","2029","64","1981"
"P4N","P37468","2026-01-07","3515","2867","1480","26","648","15","639"
"P4N","P24519","2026-01-28","16898","15300","4171","64","1598","33","1569"
"P4N","P37263","2026-01-28","16803","15801","3973","22","1002","28","980"
"P4N","P37547","2026-01-28","11216","10824","1095","8","392","8","384"
"P4N","P18119","2026-01-20","2597","2597","0","0","0","0","0"
"P4N","P17301","2026-01-11","15140","14212","3652","29","928","17","915"
"P4N","P17418","2026-01-04","2875","2726","2726","23","149","7","152"
"P4N","P38950","2026-01-03","8565","6659","4413","32","1906","39","1873"
"P4N","P67501","2026-01-04","23051","21335","7209","51","1716","75","1668"
"P4N","P37018","2026-01-02","11047","8533","6228","62","2514","67","2470"
"P4N","P26909","2026-01-28","11433","11055","832","3","378","13","365"
"P4N","P7844N","2026-01-28","20235","18949","9257","55","1286","46","1254"
"P4N","P6844N","2026-01-29","13901","13901","5651","37","0","2","6"
"P4N","P37556","2026-01-29","1382","1382","0","0","0","0","0"
"P4N","P14518","2026-01-21","4","4","0","0","0","0","0"
"P4N","P66893","2026-02-04","11459","10801","2714","18","658","17","641"
"P4N","P36272","2026-02-04","10113","9582","2089","15","531","13","518"
"P4N","P29977","2026-02-04","7139","6734","1144","8","405","11","395"
"P4N","P67845","2026-02-04","9399","8825","1821","20","574","16","558"
"P4N","P94556","2026-02-03","10494","9887","2559","19","607","20","587"
"P4N","P12221","2026-02-03","8724","8463","1533","10","261","11","250"
"P4N","P26966","2026-02-03","19032","17500","7671","50","1532","43","1496"
"P4N","P4914N","2026-02-03","10744","10115","2469","12","629","17","612"
"P4N","P37324","2026-02-03","11477","10718","3062","30","759","24","737"
"P4N","P69839","2026-01-17","22806","21144","6110","33","1662","44","1620"
"P4N","P37368","2026-01-16","14464","13389","3709","22","1075","32","1046"
"P4N","P77580","2026-01-17","10095","9939","3229","20","156","3","154"
"P4N","P37415","2026-01-17","20525","18798","5110","39","1727","44","1687"
"P4N","P73276","2026-01-17","16888","15475","4199","42","1413","49","1377"
"P4N","P17560","2026-01-06","6858","5912","2101","25","946","22","932"
"P4N","P57416","2026-01-17","11872","11197","1931","15","675","21","659"
"P4N","P14503","2026-01-17","22783","21473","4596","38","1310","32","1279"
"P4N","P27958","2026-01-16","30894","28594","15809","107","2300","68","2243"
"P4N","P34131","2026-01-17","22163","21243","9096","25","920","25","898"
"P4N","P17272","2026-01-16","16780","15792","4615","22","988","22","968"
"P4N","P39461","2026-01-16","14058","13130","2810","25","928","46","888"
"P4N","P77558","2026-01-16","19424","17662","5772","24","1762","45","1721"
"P4N","2823","2026-01-17","20660","19415","9630","38","1245","20","1229"
"P4N","P73276","2026-01-21","13331","12551","2717","28","780","37","752"
"P4N","P36469","2026-01-22","13564","12385","2161","35","1179","22","1163"
"P4N","P64844","2026-01-21","8366","7646","1497","10","720","25","697"
"P4N","P2250U","2026-01-22","24707","22244","8234","61","2463","60","2412"
"P4N","P54241","2026-01-21","1571","1530","20","0","41","2","39"
"P4N","P14242","2026-01-22","10534","9845","1940","23","689","13","683"
"P4N","P14503","2026-01-21","13690","12986","2453","21","704","10","694"
"P4N","P57416","2026-01-21","12112","11265","3018","17","847","25","824"
"P4N","P78285","2026-01-22","11135","10700","2028","8","435","16","421"
"P4N","P17328","2026-01-21","15313","14434","3822","18","879","25","855"
"P4N","P17361","2026-01-21","13150","12056","3487","34","1094","68","1038"
"P4N","P27287","2026-01-01","10546","9643","3916","41","903","37","881"
"P4N","P47570","2026-01-01","9933","8840","3645","31","1093","40","1063"
"P4N","P25982","2026-01-01","16449","13215","6956","64","3234","80","3168"
"P4N","P14517","2026-01-01","13145","11778","4985","57","1367","54","1320"
"P4N","P8394N","2026-01-14","10874","10334","1687","10","540","10","532"
"P4N","P17264","2026-01-15","17485","16335","3787","39","1150","49","1109"
"P4N","P14553","2026-01-15","16183","14993","4206","26","1190","33","1161"
"P4N","P76516","2026-01-15","15373","14381","3937","35","992","28","964"
"P4N","P19986","2026-01-05","7910","6449","4212","41","1461","38","1436"
"P4N","P27539","2026-01-15","18229","16998","4885","32","1231","36","1204"
"P4N","P14530","2026-01-11","11394","9937","3660","504","1457","43","1890"
"P4N","P33203","2026-01-14","9050","8704","1201","11","346","6","343"
"P4N","P37295","2026-01-15","17090","15789","4325","36","1301","39","1268"
"P4N","P27239","2026-01-15","14552","13417","3883","26","1135","41","1096"
"P4N","P14523","2026-01-14","17759","15515","5656","49","2244","53","2200"
"P4N","P27268","2026-01-15","18501","16957","4636","33","1544","28","1527"
"P4N","P77539","2026-02-01","11224","10594","2553","26","630","22","612"
"P4N","P27323","2026-02-01","12053","11212","3302","30","841","29","815"
"P4N","P17339","2026-02-02","13386","12651","3474","19","735","21","714"
"P4N","P37422","2026-02-02","14060","13224","1910","14","836","22","814"
"P4N","P12109","2026-02-02","23972","22500","6966","40","1472","29","1444"
"P4N","P4744N","2026-02-01","10671","10011","1634","13","660","16","645"
"P4N","P79279","2026-02-01","17253","16322","3536","26","931","25","907"
"P4N","P47275","2026-02-02","21533","20131","6439","40","1402","35","1368"
"P4N","P76533","2026-01-19","14349","13013","3574","24","1336","24","1316"
"P4N","P77584","2026-01-20","18062","16620","4940","38","1442","33","1411"
"P4N","P17015","2026-01-20","35867","34132","16371","98","1735","50","1693"
"P4N","P14529","2026-01-20","15625","13954","4618","20","1671","38","1635"
"P4N","P8944N","2026-01-20","10901","10240","2356","19","661","19","642"
"P4N","P14554","2026-01-20","22122","20333","5283","48","1789","35","1755"
"P4N","P7854N","2026-01-19","24231","22398","9065","75","1833","36","1808"
"P4N","P12114","2026-01-20","8991","8547","1571","11","444","9","439"
"P4N","P2534U","2026-01-20","58855","55422","25381","166","3433","86","3396"
"P4N","P77581","2026-01-20","16007","14736","4473","37","1271","32","1246"
"P4N","P17363","2026-01-20","17097","16015","5026","29","1082","34","1049"
"P4N","P2184N","2026-01-20","14664","13488","4622","53","1176","46","1141"
"P4N","P37470","2026-01-20","15767","14745","3850","25","1022","26","999"
"P4N","P25201","2026-01-19","7125","6939","1558","8","186","10","176"
"P4N","P8954N","2026-01-19","13001","12195","2773","14","806","23","783"
"P4N","P14504","2026-01-12","18795","16914","5314","60","1881","34","1850"
"P4N","P57111","2026-01-12","21168","19832","9076","71","1336","35","1316"
"P4N","P12225","2026-01-13","10506","10026","1802","11","480","20","461"
"P4N","P37456","2026-01-12","18913","17826","2649","33","1087","20","1072"
"P4N","P17336","2026-01-13","19992","18267","4926","47","1725","37","1695"
"P4N","P37536","2026-01-13","12857","11870","2417","40","987","37","954"
"P4N","P4884N","2026-01-13","8415","7838","1868","14","577","23","555"
"P4N","P27277","2026-01-13","19004","17098","5288","52","1906","49","1859"
"P4N","P67845","2026-01-13","13497","12553","2810","40","944","26","936"
"P4N","P14541","2026-01-12","22990","21250","5418","31","1740","50","1691"
"P4N","P17302","2026-01-12","16436","15371","4229","26","1065","23","1050"
"P4N","P76505","2026-01-12","11814","11099","2555","18","715","26","694"
"P4N","P24514","2026-01-09","20389","18718","4950","42","1671","28","1645"
"P4N","P62889","2026-01-09","18677","17261","4858","29","1416","38","1380"
"P4N","P14545","2026-01-09","19683","18295","4397","31","1388","30","1362"
"P4N","P17317","2026-01-08","5803","4888","2324","91","915","34","886"
"P4N","P29989","2026-01-08","21584","19434","7321","42","2150","64","2099"
"P4N","P37547","2026-01-08","15851","14757","4957","34","1094","36","1065"
"P4N","P14553","2026-01-08","9694","8560","2457","25","1134","23","1112"
"P4N","P77539","2026-01-08","13778","13184","2639","31","594","19","582"
"P4N","P29978","2026-01-09","9005","6865","3831","51","2140","56","2099"
"P4N","P6864N","2026-02-03","13490","13490","4749","18","0","1","2"
"P4N","P75433","2026-01-02","14161","12997","5129","54","1164","47","1143"
"P4N","P12221","2026-01-02","12569","11444","4414","32","1125","33","1098"
"P4N","P57299","2026-01-02","7903","7184","2883","23","719","28","696"
"P4N","P29975","2026-01-02","11279","9522","4608","26","1757","45","1719"
"P4N","P8984N","2026-01-02","7703","7023","3069","18","680","26","666"
"P4N","P8394N","2026-01-29","13000","12510","2069","17","490","17","475"
"P4N","P37318","2026-01-30","17492","16077","4734","46","1415","31","1384"
"P4N","P16009","2026-01-29","18068","16689","5043","46","1379","36","1352"
"P4N","P11206","2026-01-30","16347","15436","3448","15","911","25","887"
"P4N","P27283","2026-01-29","14530","13827","3574","18","703","21","685"
"P4N","P19117","2026-01-30","18792","17444","8336","38","1348","28","1321"
"P4N","P38454","2026-01-29","21646","20376","4486","35","1270","43","1230"
"P4N","P37542","2026-01-29","18612","16627","3894","76","1985","47","1946"
"P4N","P68836","2026-01-18","11676","10795","2431","17","881","20","863"
"P4N","P2748U","2026-01-16","8931","7841","3011","34","1090","32","1066"
"P4N","P37371","2026-01-18","17299","15563","4219","56","1736","48","1698"
"P4N","P24212","2026-01-18","15520","14615","2947","28","905","26","884"
"P4N","P17327","2026-01-18","11799","10898","2594","16","901","29","879"
"P4N","P12021","2026-01-18","30546","26874","11716","95","3672","78","3602"
"P4N","P14235","2026-01-18","17899","16446","4598","44","1453","48","1413"
"P4N","P77572","2026-01-18","17042","15831","5615","16","1211","32","1182"
"P4N","P4534N","2026-01-18","13876","13085","2880","28","791","16","776"
"P4N","P14544","2026-01-03","14438","12544","5941","69","1894","58","1841"
"P4N","P24993","2026-01-03","12365","10845","5458","47","1520","47","1508"
"P4N","P14121","2026-01-03","6367","5672","2591","17","695","25","680"
"P4N","P78511","2026-01-03","15379","14432","4998","50","947","51","911"
"P4N","P6604N","2026-02-04","1394","1394","0","0","0","0","0"
"P4N","P36962","2026-02-05","20453","18876","7137","28","1577","61","1517"
"P4N","P76533","2026-02-05","15633","14656","4136","29","977","25","952"
"P4N","P38257","2026-02-05","13743","13073","3189","22","670","22","648"
"P4N","P24993","2026-02-03","22860","21219","6945","58","1641","46","1602"
"P4N","P2331U","2026-02-05","32015","29783","10305","87","2232","74","2168"
"P4N","P78501","2026-01-26","17333","15769","3887","33","1564","46","1521"
"P4N","P68880","2026-01-25","1312","1312","0","0","0","0","0"
"P4N","P14520","2026-01-26","18506","16886","5257","33","1620","34","1587"
"P4N","P77579","2026-01-26","10217","9328","2532","19","889","12","878"
"P4N","P17414","2026-01-26","11879","11124","2674","35","755","26","740"
"P4N","P27274","2026-01-25","16060","14898","3381","34","1162","37","1133"
"P4N","P47330","2026-01-23","17679","16223","4343","30","1456","42","1420"
"P4N","P37365","2026-01-23","20002","18118","5268","28","1884","43","1848"
"P4N","P7834N","2026-01-23","27281","24954","11924","66","2327","53","2296"
"P4N","P66897","2026-01-23","10989","9907","3354","14","1082","21","1061"
"P4N","P8354N","2026-01-23","8005","7894","2191","8","111","2","109"
"P4N","P61898","2026-01-23","2476","2414","364","0","62","2","60"
"P4N","P12006","2026-02-08","17795","16379","5004","66","1416","47","1377"
"P4N","P76021","2026-02-09","12961","11829","4664","34","1132","34","1101"
"P4N","P16217","2026-02-09","9740","9259","2725","13","481","15","466"
"P4N","P37308","2026-02-09","5030","4662","1768","11","368","10","358"
"P4N","P24542","2026-02-09","6293","5952","1567","7","341","5","336"
"P4N","P17017","2026-02-08","14885","13754","5375","37","1131","26","1109"
