"icao_airline","tail_number","event_date","Total_impression_cnt","non_video_impression_cnt","clickable_impression_cnt","total_click_cnt","video_impression_cnt","total_skip_cnt","total_complete_cnt"
"P4N","P17300","2026-01-13","2808","2567","479","6","241","9","233"
"P4N","P14512","2026-01-21","16014","14826","3466","16","1188","27","1163"
"P4N","P27263","2026-01-01","9773","8680","4066","33","1093","47","1061"
"P4N","P24508","2026-01-01","14821","12535","6683","86","2286","69","2221"
"P4N","P27568","2026-01-15","25995","23736","7266","41","2259","49","2211"
"P4N","P17015","2026-01-14","34333","31380","13936","94","2953","80","2897"
"P4N","P77578","2026-01-15","12891","12059","3310","18","832","19","814"
"P4N","P77587","2026-01-15","13522","12223","3739","42","1299","41","1271"
"P4N","P37413","2026-01-14","13333","12257","3629","37","1076","31","1047"
"P4N","P17279","2026-02-03","15126","14117","3714","38","1009","46","963"
"P4N","P77571","2026-02-01","12373","11605","2966","53","768","23","747"
"P4N","P8324N","2026-02-01","9097","8600","1888","22","497","10","489"
"P4N","P76517","2026-02-01","11640","10970","2744","27","670","19","651"
"P4N","P23983","2026-02-02","20042","18608","6144","43","1434","36","1402"
"P4N","P17122","2026-02-02","14379","13350","3444","43","1029","28","1003"
"P4N","P37464","2026-02-02","17404","16317","4423","33","1087","36","1051"
"P4N","P24990","2026-01-18","9415","8173","3349","27","1242","20","1226"
"P4N","P13138","2026-01-19","21040","19047","6211","40","1993","54","1945"
"P4N","P8264N","2026-01-20","4356","4018","1062","4","338","14","324"
"P4N","P14507","2026-01-20","23132","21319","5555","40","1813","40","1780"
"P4N","P14544","2026-01-20","21745","20003","5593","35","1742","39","1706"
"P4N","P77581","2026-01-19","16721","15123","4522","30","1598","46","1555"
"P4N","P54525","2026-01-20","14103","13256","2999","17","847","22","825"
"P4N","P27586","2026-01-19","21202","19154","5086","29","2048","52","1999"
"P4N","P24972","2026-01-18","21443","19353","7150","55","2090","46","2048"
"P4N","P24974","2026-01-19","13532","12856","4759","28","676","22","657"
"P4N","P37352","2026-01-13","13832","12634","3561","16","1198","23","1176"
"P4N","P37535","2026-01-12","22293","20625","5090","40","1668","47","1624"
"P4N","P37567","2026-01-13","7781","7135","2059","21","646","15","633"
"P4N","P17405","2026-01-12","12152","11120","3228","27","1032","29","1011"
"P4N","P91007","2026-01-13","48913","45372","26380","87","3541","80","3482"
"P4N","P37325","2026-01-12","13906","12721","3368","32","1185","38","1154"
"P4N","P77544","2026-01-09","17100","16247","2953","33","853","33","827"
"P4N","P17403","2026-01-09","20274","18040","5714","53","2234","576","1670"
"P4N","P17359","2026-01-09","20822","19357","4550","24","1465","24","1442"
"P4N","P27568","2026-01-08","12739","11978","2980","27","761","14","753"
"P4N","P14011","2026-01-09","33288","28954","23868","159","4334","146","4243"
"P4N","P75433","2026-01-08","12904","12382","2345","13","522","14","512"
"P4N","P37348","2026-01-08","14697","13912","3505","57","785","27","770"
"P4N","P17272","2026-01-08","13747","12649","4162","46","1098","30","1081"
"P4N","P37561","2026-01-08","11223","9803","3870","27","1420","41","1389"
"P4N","P8264N","2026-01-13","560","460","460","1","100","6","95"
"P4N","P27519","2026-02-01","1094","1074","1074","11","20","1","19"
"P4N","P4924N","2026-01-23","7634","7228","1209","4","406","7","399"
"P4N","P12109","2026-02-05","11712","10825","3737","25","887","18","869"
"P4N","P37413","2026-02-05","14938","13896","4171","29","1042","40","1003"
"P4N","P13138","2026-02-05","16279","15573","6335","17","706","18","688"
"P4N","P54538","2026-02-05","19873","18712","5273","79","1161","27","1134"
"P4N","P77014","2026-02-05","5025","5025","0","0","0","0","0"
"P4N","P37018","2026-01-26","22683","20014","8581","69","2669","64","2614"
"P4N","P17574","2026-01-26","16143","15026","4125","38","1117","29","1095"
"P4N","P77558","2026-01-26","15389","14064","4463","18","1325","20","1307"
"P4N","P1902U","2026-01-26","10947","10190","2191","26","757","19","738"
"P4N","P37549","2026-01-26","15682","14221","4176","48","1461","45","1433"
"P4N","P7884N","2026-01-26","30797","27873","11861","55","2924","71","2860"
"P4N","P27270","2026-01-26","25148","22912","7010","56","2236","68","2176"
"P4N","P22995","2026-01-25","29737","26058","9650","63","3679","77","3610"
"P4N","P24972","2026-01-25","32296","29813","10096","61","2483","41","2446"
"P4N","P4814N","2026-01-25","13037","12130","2684","15","907","18","890"
"P4N","P76523","2026-01-25","15095","14158","3373","35","937","28","917"
"P4N","P37342","2026-01-02","14401","12788","5567","55","1613","65","1581"
"P4N","P14517","2026-01-02","11134","9393","4882","55","1741","50","1695"
"P4N","P24993","2026-01-01","14403","12572","6067","35","1831","46","1795"
"P4N","P37415","2026-01-02","10394","9040","4439","58","1354","46","1338"
"P4N","P73276","2026-01-02","11254","10199","4062","56","1055","48","1042"
"P4N","P61881","2026-01-02","8920","8044","3249","37","876","33","866"
"P4N","P87512","2026-01-02","8232","7516","3035","15","716","15","703"
"P4N","P77598","2026-01-02","8018","7230","2642","15","788","17","777"
"P4N","P47570","2026-01-02","8375","7652","3157","40","723","24","720"
"P4N","P2274N","2026-01-02","13605","10479","8066","33","3126","62","3077"
"P4N","P14118","2026-01-02","12110","10984","6423","44","1126","36","1105"
"P4N","P37547","2026-01-02","6357","5601","2448","52","756","35","758"
"P4N","P77535","2026-01-30","16829","15758","3867","28","1071","43","1037"
"P4N","P77259","2026-01-30","20681","18949","6381","53","1732","31","1705"
"P4N","P78524","2026-01-29","11109","10381","2474","33","728","22","714"
"P4N","P14106","2026-01-29","8795","8341","3390","13","454","12","443"
"P4N","P27273","2026-01-30","10805","9865","2767","31","940","19","927"
"P4N","P29975","2026-01-30","20073","17566","7326","70","2507","61","2457"
"P4N","P37305","2026-01-30","11723","10906","3630","23","817","21","799"
"P4N","P44522","2026-01-29","23337","21560","5888","65","1777","45","1739"
"P4N","P17328","2026-01-18","16704","15290","4184","23","1414","31","1386"
"P4N","P14120","2026-01-18","10591","9869","3675","17","722","21","703"
"P4N","P47512","2026-01-18","12595","11732","2753","25","863","28","840"
"P4N","P76254","2026-01-15","1168","1168","0","0","0","0","0"
"P4N","P17002","2026-01-18","38365","34893","17186","62","3472","62","3414"
"P4N","P17245","2026-01-03","7507","6727","2685","14","780","24","760"
"P4N","P79279","2026-01-03","7275","6727","2342","13","548","12","538"
"P4N","P14529","2026-01-03","8153","7369","2956","24","784","25","760"
"P4N","P27334","2026-01-03","3675","3004","1583","21","671","23","652"
"P4N","P17963","2026-01-03","10900","8951","4660","48","1949","41","1921"
"P4N","P54538","2026-02-09","15069","14094","4077","88","975","27","948"
"P4N","P17128","2026-02-09","5677","5469","1374","5","208","5","203"
"P4N","P8934N","2026-02-09","6622","6308","1329","12","314","19","295"
"P4N","P7954N","2026-02-09","21372","20098","11708","49","1274","42","1238"
"P4N","P17336","2026-02-08","13147","12451","2563","26","696","24","672"
"P4N","P27908","2026-02-09","6682","6307","2495","8","375","7","368"
"P4N","P77525","2026-02-08","7728","7342","1766","9","386","7","383"
"P4N","P14529","2026-02-08","13994","13031","3641","34","963","23","940"
"P4N","P17338","2026-01-05","12034","10859","3932","35","1175","38","1143"
"P4N","P16234","2026-01-05","12029","11402","4021","28","627","36","602"
"P4N","P48127","2026-01-05","9778","8165","5096","24","1613","31","1588"
"P4N","P26910","2026-01-05","3392","2760","2760","24","632","33","607"
"P4N","P37556","2026-01-04","6060","5504","2300","25","556","30","537"
"P4N","P37308","2026-01-04","14350","13203","5006","44","1147","38","1124"
"P4N","P14219","2026-01-05","7360","6739","2422","19","621","20","605"
"P4N","P37555","2026-01-04","15567","14003","5797","48","1564","60","1516"
"P4N","P37560","2026-01-04","13813","12081","5513","79","1732","85","1699"
"P4N","P17410","2026-01-05","14277","12894","5067","42","1383","48","1351"
"P4N","P17279","2026-01-05","11033","9790","4047","34","1243","35","1210"
"P4N","P24510","2026-01-04","10270","9057","4107","37","1213","30","1185"
"P4N","P74532","2026-01-04","13985","12277","5639","43","1708","43","1670"
"P4N","P17596","2026-01-04","11543","10560","4363","36","983","31","963"
"P4N","P77510","2026-01-04","10885","9791","3979","19","1094","30","1067"
"P4N","P39475","2026-01-07","2318","2169","2169","13","149","6","144"
"P4N","P68842","2026-01-04","12495","11056","4800","47","1439","47","1414"
"P4N","P19951","2026-01-11","29531","26451","10130","74","3080","72","3021"
"P4N","P4744N","2026-01-11","12461","11388","2120","14","1073","33","1044"
"P4N","P17015","2026-01-11","31018","28353","15528","104","2665","54","2629"
"P4N","P47280","2026-01-11","13364","12294","3624","20","1070","37","1037"
"P4N","P2331U","2026-01-12","34622","31112","11932","125","3510","90","3446"
"P4N","P38950","2026-01-11","27935","25008","10027","103","2927","95","2858"
"P4N","P16008","2026-01-11","17520","15968","7567","37","1552","33","1522"
"P4N","P14219","2026-01-11","13277","12412","2270","12","865","22","844"
"P4N","P29124","2026-01-06","7995","6777","2590","27","1218","37","1190"
"P4N","P4824N","2026-01-06","10244","8566","3720","50","1678","55","1645"
"P4N","P34562","2026-01-06","2743","2533","2533","14","210","13","198"
"P4N","P76021","2026-01-04","16944","13629","7995","49","3315","89","3244"
"P4N","P47345","2026-02-07","20589","19469","4927","40","1120","39","1083"
"P4N","P37413","2026-02-08","6778","6304","1804","68","474","21","453"
"P4N","P77430","2026-02-07","15823","14726","4563","40","1097","33","1065"
"P4N","P12216","2026-02-07","11818","11017","2984","29","801","19","782"
"P4N","P68811","2026-02-07","19213","17621","5819","43","1592","40","1552"
"P4N","P17550","2026-02-07","12869","12082","3113","20","787","19","768"
"P4N","P34222","2026-01-17","426","426","0","0","0","0","0"
"P4N","P4764N","2026-01-31","8537","8102","1277","24","435","13","426"
"P4N","P66897","2026-01-31","13761","13050","2752","27","711","27","687"
"P4N","P33292","2026-01-07","8408","7949","1511","15","459","19","446"
"P4N","P76533","2026-01-07","8999","7892","2194","18","1107","520","594"
"P4N","P24202","2026-01-07","6583","5873","1956","22","710","20","691"
"P4N","P34551","2026-01-07","10813","9970","2322","52","843","37","812"
"P4N","P6484N","2026-01-07","1548","1548","4","0","0","0","0"
"P4N","P44522","2026-01-14","16914","15733","3653","25","1181","50","1134"
"P4N","P18112","2026-02-06","14935","14178","4204","23","757","19","738"
"P4N","P75432","2026-02-06","18088","17410","3710","34","678","14","664"
"P4N","P27271","2026-02-06","10671","9859","2846","28","812","29","787"
"P4N","P17122","2026-02-06","22430","20865","6965","59","1565","39","1528"
"P4N","P19141","2026-02-06","11662","10911","2901","21","751","25","727"
"P4N","P34455","2026-02-06","19204","18320","4823","38","884","27","857"
"P4N","P6594N","2026-02-06","20123","20123","12145","38","0","2","0"
"P4N","P47275","2026-01-24","18033","16747","4921","44","1286","39","1260"
"P4N","P12125","2026-01-24","19499","17898","5664","35","1601","39","1566"
"P4N","P27404","2026-01-24","10894","10002","2526","28","892","23","872"
"P4N","P78524","2026-01-24","16618","15169","4415","51","1449","50","1408"
"P4N","P87513","2026-01-24","11742","10952","2296","18","790","22","770"
"P4N","P37367","2026-01-24","14890","13581","3050","17","1309","27","1283"
"P4N","P17329","2026-01-24","2603","2443","831","1","160","6","154"
"P4N","P27959","2026-01-23","16405","14524","5169","39","1881","47","1839"
"P4N","P17405","2026-01-25","12464","11826","2519","23","638","15","625"
"P4N","P37325","2026-01-25","3731","3436","874","6","295","9","286"
"P4N","P68843","2026-01-25","14574","13716","3302","23","858","25","835"
"P4N","P17245","2026-01-27","17774","16342","4032","23","1432","38","1395"
"P4N","P47533","2026-01-14","13882","13231","2673","26","651","20","639"
"P4N","P77598","2026-01-27","22834","21351","5777","39","1483","43","1442"
"P4N","P17963","2026-01-27","9303","8434","2499","15","869","23","848"
"P4N","P76522","2026-01-27","12370","11413","2766","13","957","23","938"
"P4N","P27239","2026-01-27","11243","10436","3128","29","807","13","799"
"P4N","P78009","2026-02-07","11525","10768","3458","28","757","14","744"
"P4N","P16008","2026-02-05","2869","2703","533","18","166","7","161"
"P4N","P68453","2026-01-10","17488","16121","4716","32","1367","37","1336"
"P4N","P27205","2026-01-10","9644","8765","1438","20","879","19","863"
"P4N","P17320","2026-01-10","14475","13640","2910","21","835","21","817"
"P4N","P6564N","2026-01-10","18463","18463","6259","43","0","2","5"
"P4N","P8964N","2026-01-04","8618","7795","3125","17","823","31","792"
"P4N","P38417","2026-01-28","18307","16884","4791","31","1423","43","1381"
"P4N","P24508","2026-01-28","18057","16337","5263","51","1720","43","1682"
"P4N","P24993","2026-01-28","28861","26299","9093","71","2562","72","2505"
"P4N","P8234N","2026-01-28","9804","9266","1981","14","538","19","520"
"P4N","P77571","2026-01-28","9283","8785","2014","15","498","12","486"
"P4N","P4814N","2026-01-28","13818","12809","3408","29","1009","30","981"
"P4N","P2331U","2026-01-28","36350","33882","10108","87","2468","87","2410"
"P4N","P27519","2026-01-28","1610","1581","1581","12","29","0","29"
"P4N","P36962","2026-01-28","14493","13500","5359","22","993","24","973"
"P4N","P27260","2026-01-14","16639","15003","4284","33","1636","68","1584"
"P4N","P17418","2026-01-16","10439","10287","3066","6","152","9","143"
"P4N","P27958","2026-01-15","22955","21667","4871","72","1288","56","1252"
"P4N","P17361","2026-01-16","4248","4009","964","9","239","12","232"
"P4N","P86534","2026-02-01","13874","13133","3486","34","741","20","722"
"P4N","P17344","2026-02-01","12327","11780","2915","19","547","14","533"
"P4N","P2251U","2026-01-30","21864","19613","7709","110","2251","63","2198"
"P4N","P14214","2026-01-21","6","3","2","0","3","0","3"
"P4N","P76269","2026-02-04","6581","6330","1141","8","251","5","246"
"P4N","P69885","2026-02-04","9916","9320","2489","17","596","15","582"
"P4N","P41140","2026-02-04","2798","2717","681","7","81","3","78"
"P4N","P17326","2026-02-03","9608","9223","2063","15","385","11","374"
"P4N","P6554N","2026-02-04","19444","19444","6723","61","0","2","0"
"P4N","P29124","2026-02-03","11508","10806","3289","16","702","17","686"
"P4N","P38257","2026-02-04","9231","8818","1774","24","413","7","406"
"P4N","P25982","2026-02-03","16611","15555","4839","40","1056","36","1023"
"P4N","P61887","2026-02-04","2870","2830","313","0","40","0","40"
"P4N","P14118","2026-02-03","14920","14240","5687","19","680","18","662"
"P4N","P77019","2026-02-04","7158","6788","1299","24","370","11","361"
"P4N","P77510","2026-02-04","577","514","159","1","63","1","62"
"P4N","P8894N","2026-01-17","12185","11519","2157","29","666","29","646"
"P4N","P77572","2026-01-17","17579","16271","4110","24","1308","36","1276"
"P4N","P17574","2026-01-17","21526","19240","6186","66","2286","54","2244"
"P4N","P12021","2026-01-17","19397","16731","7158","54","2666","52","2618"
"P4N","P18220","2026-01-17","15742","14701","3556","37","1041","26","1024"
"P4N","P37560","2026-01-16","21308","19459","6334","37","1849","40","1816"
"P4N","P26210","2026-01-17","13507","12388","3299","28","1119","39","1090"
"P4N","P48127","2026-01-16","13300","12251","5416","20","1049","369","683"
"P4N","P37537","2026-01-16","19325","17565","5010","45","1760","51","1714"
"P4N","P77576","2026-01-16","14390","13089","4096","31","1301","27","1278"
"P4N","P17963","2026-01-16","18123","15878","6198","66","2245","44","2210"
"P4N","P62894","2026-01-17","20751","19286","4746","22","1465","32","1438"
"P4N","P27997","2026-01-17","21573","18576","8014","62","2997","59","2940"
"P4N","P2244N","2026-01-16","20654","18787","5075","55","1867","71","1823"
"P4N","P14520","2026-01-16","23396","21755","4996","38","1641","40","1603"
"P4N","P27239","2026-01-16","16819","15810","3517","26","1009","26","986"
"P4N","P17574","2026-01-21","17377","16053","4882","34","1324","26","1301"
"P4N","P76528","2026-01-22","16803","15844","3341","20","959","22","938"
"P4N","P24510","2026-01-22","26716","24091","7107","58","2625","76","2555"
"P4N","P47414","2026-01-22","13311","12389","2865","17","922","15","910"
"P4N","P69839","2026-01-22","16559","15478","3651","27","1081","27","1055"
"P4N","P19117","2026-01-22","18384","17060","8514","20","1324","31","1294"
"P4N","P36469","2026-01-21","4361","3984","703","10","377","12","366"
"P4N","P2064N","2026-01-20","15297","13597","5037","71","1700","58","1650"
"P4N","P27568","2026-01-21","24447","22597","7017","27","1850","45","1809"
"P4N","P37274","2026-01-21","14652","13494","3321","25","1158","33","1133"
"P4N","P24988","2026-01-21","21988","19499","6898","68","2489","64","2444"
"P4N","P17565","2026-01-21","17332","16224","4157","34","1108","38","1081"
"P4N","P73275","2026-01-01","13314","12115","5057","27","1199","36","1178"
"P4N","P68843","2026-01-01","10725","8912","4085","25","1813","52","1776"
"P4N","P17331","2026-01-01","8401","7338","3037","21","1063","34","1036"
"P4N","P27519","2026-01-01","1827","1724","1698","11","103","5","98"
"P4N","P77518","2026-01-15","11657","10885","2771","13","772","26","750"
"P4N","P8904N","2026-01-14","15659","14457","4148","28","1202","27","1177"
"P4N","P17316","2026-01-14","5862","5385","1480","15","477","13","469"
"P4N","P17373","2026-01-15","8100","8072","2387","9","28","0","28"
"P4N","P47340","2026-01-16","23444","21894","5264","22","1550","56","1495"
"P4N","P91007","2026-02-02","51160","48710","25798","148","2450","74","2389"
"P4N","P12116","2026-02-01","20547","19565","7849","295","982","29","954"
"P4N","P68891","2026-02-01","16652","15682","4600","29","970","38","935"
"P4N","P37368","2026-02-01","15647","14849","3865","22","798","17","781"
"P4N","P17420","2026-02-01","14254","13057","4677","20","1197","27","1170"
"P4N","P14539","2026-02-02","19616","18336","5004","30","1280","40","1240"
"P4N","P21108","2026-02-01","23256","21802","10807","67","1454","36","1421"
"P4N","P37278","2026-01-09","14972","13748","4173","27","1224","36","1194"
"P4N","P37561","2026-01-20","19652","17991","5226","58","1661","54","1617"
"P4N","P14533","2026-01-19","24838","22075","5866","58","2763","76","2695"
"P4N","P6414N","2026-01-20","17401","17401","6731","92","0","5","20"
"P4N","P47569","2026-01-20","18996","17353","5107","45","1643","33","1620"
"P4N","P14530","2026-01-20","17849","16333","4700","41","1516","32","1486"
"P4N","P37468","2026-01-19","17377","16126","4329","23","1251","34","1222"
"P4N","P37257","2026-01-20","3440","3421","1530","8","19","0","19"
"P4N","P77430","2026-01-19","18113","17005","3897","28","1108","28","1084"
"P4N","P37319","2026-01-19","11652","10864","2971","15","788","24","768"
"P4N","P13227","2026-01-19","13712","12723","3328","11","989","32","960"
"P4N","P4974N","2026-01-19","13319","12279","2993","41","1040","33","1013"
"P4N","P26208","2026-01-13","16971","15753","4024","32","1218","34","1194"
"P4N","P17566","2026-01-13","14005","12761","3752","32","1244","34","1213"
"P4N","P24993","2026-01-08","26397","23820","8711","48","2577","64","2535"
"P4N","P13110","2026-01-09","10058","9657","2073","14","401","11","392"
"P4N","P38257","2026-01-09","12570","11565","3009","21","1005","21","986"
"P4N","P6424N","2026-01-08","4444","4444","1817","24","0","0","4"
"P4N","P78511","2026-01-08","12400","11663","2712","20","737","18","723"
"P4N","P27958","2026-01-08","20634","18410","14540","90","2224","58","2184"
"P4N","P27255","2026-01-08","19182","17586","5566","58","1596","36","1587"
"P4N","P37253","2026-01-09","12207","11451","2361","9","756","16","741"
"P4N","P37354","2026-01-08","9027","7972","2785","36","1055","32","1028"
"P4N","P47569","2026-01-08","16396","15231","4361","30","1165","32","1143"
"P4N","P67350","2026-01-08","9120","8281","2564","14","839","30","815"
"P4N","P2846U","2026-02-02","985","984","2","0","1","1","0"
"P4N","P68880","2026-01-23","15555","14509","3716","27","1046","26","1020"
"P4N","P54538","2026-01-23","15634","14197","4479","37","1437","31","1407"
"P4N","P77525","2026-01-23","19364","18149","4599","36","1215","24","1205"
"P4N","P37413","2026-01-23","14235","13135","3536","37","1100","44","1070"
"P4N","P20904","2026-01-23","23459","21383","8435","56","2076","63","2020"
"P4N","P17358","2026-01-23","16729","15617","4445","31","1112","23","1091"
"P4N","P33103","2026-01-23","19189","18258","8156","33","931","25","916"
"P4N","P27255","2026-01-23","11036","10350","2623","17","686","15","672"
"P4N","P17128","2026-01-23","14816","14218","5124","13","598","8","592"
"P4N","P7884N","2026-02-05","14734","13961","4997","43","773","36","739"
"P4N","P47282","2026-02-05","9141","8830","1268","12","311","5","306"
"P4N","P57409","2026-01-25","3248","3197","122","1","51","0","52"
"P4N","P2747U","2026-01-25","30362","26911","11095","97","3451","74","3399"
"P4N","P14120","2026-01-25","15021","13978","5158","35","1043","114","932"
"P4N","P36962","2026-01-25","23797","21388","9064","67","2409","54","2367"
"P4N","P47275","2026-01-26","12118","11260","3046","16","858","15","847"
"P4N","P2284N","2026-01-25","24890","22890","10606","44","2000","35","1976"
"P4N","P17599","2026-01-26","10013","8925","2641","16","1088","23","1070"
"P4N","P14523","2026-01-25","30800","28003","8621","124","2797","67","2740"
"P4N","P4764N","2026-01-25","4739","4361","1059","11","378","5","374"
"P4N","P22995","2026-01-31","22229","19218","8331","61","3011","55","2962"
"P4N","P27292","2026-01-02","10883","9223","4424","63","1660","59","1619"
"P4N","P4824N","2026-01-02","13918","12748","5149","41","1170","38","1146"
"P4N","P17279","2026-01-02","11714","10338","4640","32","1376","37","1349"
"P4N","P27515","2026-01-02","9318","8240","3492","28","1078","51","1043"
"P4N","P17265","2026-01-02","8737","7729","3457","24","1008","30","984"
"P4N","P37548","2026-01-02","12307","10949","5024","27","1358","39","1325"
"P4N","P25982","2026-01-02","11170","8212","5919","28","2958","83","2878"
"P4N","P34562","2026-01-02","3820","3525","3525","15","295","15","281"
"P4N","P57286","2026-01-02","10870","9706","4005","42","1164","36","1150"
"P4N","P17328","2026-01-02","5315","4927","1948","9","388","12","377"
"P4N","P4804N","2026-01-30","9679","8783","1906","8","896","37","859"
"P4N","P41135","2026-01-30","16583","15107","4899","37","1476","36","1443"
"P4N","P17105","2026-01-30","11425","10713","3300","25","712","20","692"
"P4N","P2244N","2026-01-27","21784","20348","6697","33","1436","29","1410"
"P4N","P39475","2026-01-30","20280","18692","5215","51","1588","35","1567"
"P4N","P66848","2026-01-30","13903","12836","3404","20","1067","30","1038"
"P4N","P14536","2026-01-30","12757","11353","3599","23","1404","45","1360"
"P4N","P27908","2026-01-29","16130","14501","5396","65","1629","29","1624"
"P4N","P27997","2026-01-30","17159","15885","4161","30","1274","33","1242"
"P4N","P17311","2026-01-30","15565","14423","3763","38","1142","33","1116"
"P4N","P54538","2026-01-29","18790","17441","4617","39","1349","31","1321"
"P4N","P14529","2026-01-29","15502","14398","3913","34","1104","20","1084"
"P4N","P7944N","2026-01-18","14795","12672","4576","48","2123","32","2104"
"P4N","P17314","2026-01-18","5399","5173","885","8","226","11","217"
"P4N","P37415","2026-01-18","14671","13773","2848","21","898","20","878"
"P4N","P14503","2026-01-18","17223","15729","4548","33","1494","28","1471"
"P4N","P47332","2026-01-18","7873","7373","1569","12","500","17","489"
"P4N","P73276","2026-01-18","7244","6736","2006","8","508","13","495"
"P4N","P34562","2026-01-18","7727","7564","2805","24","163","5","158"
"P4N","P14534","2026-01-18","13750","12572","4250","25","1178","25","1153"
"P4N","P61898","2026-01-18","10600","9836","2805","21","764","24","741"
"P4N","P76265","2026-01-18","8194","7563","1712","14","631","22","618"
"P4N","P73259","2026-01-18","11005","10607","2730","11","398","162","238"
"P4N","P34535","2026-01-18","17060","15158","3729","46","1902","52","1860"
"P4N","P37342","2026-01-18","12360","11421","2859","14","939","25","915"
"P4N","P2138U","2026-01-18","36671","32877","11365","121","3794","97","3736"
"P4N","P37545","2026-01-03","12610","11104","6533","70","1506","59","1456"
"P4N","P14219","2026-01-03","10238","9357","3695","46","881","33","873"
"P4N","P63890","2026-01-01","1887","1883","343","0","4","0","4"
"P4N","P17418","2026-01-03","3202","2979","2979","20","223","6","219"
"P4N","P75426","2026-01-03","6752","5700","3107","31","1052","21","1045"
"P4N","P4944N","2026-01-21","11742","11029","2545","21","713","29","687"
"P4N","P26210","2026-02-09","5707","5337","1466","13","370","15","356"
"P4N","P47357","2026-02-06","10725","10148","2316","16","577","19","560"
"P4N","P68836","2026-02-09","8386","8024","1596","17","362","11","352"
"P4N","P8314N","2026-02-09","2585","2493","497","5","92","5","88"
"P4N","P14219","2026-02-08","14806","14027","3868","16","779","22","757"
"P4N","P14019","2026-01-24","6171","6171","20","0","0","0","0"
"P4N","P47275","2026-02-09","7394","7062","1591","15","332","12","321"
"P4N","P47533","2026-02-09","9043","8649","2118","21","394","12","383"
"P4N","P8164N","2026-02-09","5773","5413","1583","19","360","9","351"
"P4N","P14527","2026-02-09","3869","3349","1966","29","520","15","505"
"P4N","P47282","2026-02-08","10154","9454","2123","28","700","30","672"
"P4N","P37422","2026-02-08","12375","11724","1766","30","651","25","626"
"P4N","P7854N","2026-01-07","21733","19365","17206","58","2368","51","2332"
"P4N","P37281","2026-01-05","7190","6514","2357","13","676","26","652"
"P4N","P33132","2026-01-05","7128","6382","4828","11","746","12","736"
"P4N","P29971","2026-01-04","12964","10858","6299","47","2106","49","2072"
"P4N","P35271","2026-01-05","7554","6522","2849","37","1032","32","1018"
"P4N","P15969","2026-01-05","3108","2091","1973","28","1017","34","990"
"P4N","P26996","2026-01-04","10059","7701","5843","61","2358","72","2312"
"P4N","P24526","2026-01-04","8328","7642","3249","24","686","17","673"
"P4N","P18112","2026-01-04","17240","16174","7540","47","1066","32","1043"
"P4N","P35271","2026-01-19","13527","12739","3246","20","788","20","770"
"P4N","P2333U","2026-01-17","34726","32220","15670","96","2506","66","2456"
"P4N","P77588","2026-01-18","4665","4282","1201","4","383","10","373"
"P4N","P19986","2026-01-20","19964","17783","6442","49","2181","60","2129"
"P4N","P67134","2026-02-05","6495","6115","3790","15","380","12","368"
"P4N","P73278","2026-01-11","14123","13160","3183","20","963","26","944"
"P4N","P17264","2026-01-06","13932","13241","2654","36","691","22","678"
"P4N","P17328","2026-01-06","10841","10236","1798","20","605","20","590"
"P4N","P35271","2026-01-06","11509","10346","2575","33","1163","36","1138"
"P4N","P17421","2026-01-06","8616","7277","2354","29","1339","33","1311"
"P4N","P7994N","2026-01-06","14959","13365","5152","33","1594","62","1548"
"P4N","P78003","2026-01-05","20386","18040","13459","59","2346","58","2302"
"P4N","P37548","2026-01-06","8428","7729","1930","20","699","19","683"
"P4N","P36447","2026-02-07","16909","15922","4859","14","987","31","956"
"P4N","P17316","2026-02-08","2371","2207","747","5","164","6","158"
"P4N","P27256","2026-02-07","17587","16692","4003","19","895","28","869"
"P4N","P17339","2026-02-07","18358","17283","4734","30","1075","34","1044"
"P4N","P2645U","2026-02-07","20539","18584","5808","101","1955","38","1926"
"P4N","P36247","2026-01-29","1511","1511","0","0","0","0","0"
"P4N","P63890","2026-01-31","13531","12438","3459","42","1093","39","1059"
"P4N","P37325","2026-01-31","12423","11306","3315","19","1117","20","1099"
"P4N","P37535","2026-01-31","17791","16602","3495","22","1189","34","1157"
"P4N","P2331U","2026-01-31","44112","40285","10040","196","3827","111","3734"
"P4N","P27015","2026-01-31","27675","24745","9833","76","2930","104","2846"
"P4N","P38451","2026-01-07","6358","5732","1378","19","626","28","601"
"P4N","P17326","2026-01-06","5195","4874","925","11","321","17","307"
"P4N","P4384N","2026-01-07","76","76","0","0","0","0","0"
"P4N","P27277","2026-02-07","11974","11146","3223","26","828","25","804"
"P4N","P77582","2026-02-06","14000","12991","3999","43","1009","39","970"
"P4N","P37514","2026-02-06","16235","15309","4133","38","926","38","889"
"P4N","P37560","2026-02-06","13356","12502","3136","22","854","28","827"
"P4N","P77537","2026-02-06","12389","11817","2319","19","572","13","559"
"P4N","P17335","2026-02-06","12386","11748","3209","34","638","21","618"
"P4N","P34535","2026-02-06","17094","15837","3699","39","1257","38","1220"
"P4N","P62895","2026-02-06","6171","5821","1379","9","350","8","342"
"P4N","P8164N","2026-01-24","11706","11008","2531","28","698","15","683"
"P4N","P37531","2026-01-24","15018","13737","4001","29","1281","30","1253"
"P4N","P37549","2026-01-24","19281","17545","4803","57","1736","40","1700"
"P4N","P77585","2026-01-24","20527","18991","5275","32","1536","34","1508"
"P4N","P44522","2026-01-24","31163","28303","9055","87","2860","81","2793"
