zone_name,lag_1d,lag_7d,rolling_mean_7d,rolling_mean_30d,rolling_std_7d,active_campaigns_in_zone,days_since_last,total_planned_daily_demand,paid_ratio,day_of_week,is_weekend,month,cat_fb,cat_home,cat_movies,cat_music,cat_other,cat_tv,cat_welcome,predicted_imp_per_flight,daily_capacity
b_pause_tv_max,0.012522361359570662,0.03903345724907063,0.05108773591305605,0.045345198764892874,0.03640923745324554,2,285,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.11011344,80.13113
b_pause_tv_most_watched_tv_2025,0.008797653958944282,0.23823529411764705,0.13895047033410987,0.1941944232274865,0.0855991913988884,2,105,0.0,0.0,2,0,5,0,0,0,0,0,1,0,65.66729,47787.027
b_pause_tv_new_onboard,0.26991150442477874,0.35444743935309975,0.45558718179374197,0.36497589978836786,0.1111696090914015,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.58451664,425.3611
b_pause_tv_short_form,0.002849002849002849,0.0015455950540958269,0.0023512957879147506,0.0027574153558036197,0.0012109088511406058,4,84,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_spanish,0.0027210884353741495,0.00715307582260372,0.003815932309609253,0.004553601608771903,0.0029164544421920167,4,31,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_sports,0.01327433628318584,0.01078167115902965,0.012209034608561172,0.013928556846099433,0.006179583695357304,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_spotify_podcasts,0.0014749262536873156,0.057951482479784364,0.01878649203512899,0.024841442574534123,0.018578078969021698,3,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_stand-up_comedy,0.012448132780082987,0.01606425702811245,0.011423167412729888,0.026578245034140326,0.006675736037584648,2,9,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_stand_up_comedy,0.0029069767441860465,0.009216589861751152,0.0068990982161297384,0.011043961007861808,0.004562186014922057,3,149,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.4707229,342.5518
b_pause_tv_subtitled/captioned_tv,0.0014749262536873156,0.004021447721179625,0.003467525233314857,0.0037368058601058027,0.002155401517417021,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_three_perfect_days,0.0027548209366391185,0.0013404825737265416,0.005407097403597432,0.0036674344570860806,0.003963124024737527,2,10,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_tv_under_a_half_hour,0.04129793510324484,0.03504043126684636,0.058201597746052554,0.057889274568638745,0.01557328279675661,2,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_tv_under_half_hour,0.007352941176470588,0.00904977375565611,0.00490489225224239,0.014747793468914064,0.0026860618260003137,3,156,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.4707229,342.5518
b_pause_tv_tv_under_one_hour,0.06784660766961652,0.05390835579514825,0.0636461824112359,0.05135692881096745,0.019400756090218227,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_united_videos,0.0027359781121751026,0.0027100271002710027,0.0019374134050721646,0.002152989648734285,0.0007275364093727528,4,11,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_veeps:_live_music,0.0013774104683195593,0.0013605442176870747,0.0023149327126215677,0.002717430774727969,0.0012710259827747557,3,10,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_reengagement1,0.017699115044247787,0.284366576819407,0.13556898915809198,0.3700711215557026,0.08147578938894791,1,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.47376752,344.7674
b_relax_mode,1.0,18.0,10.357142857142858,4.5184469988848965,11.41166904866201,1,-196,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.2367227,2355.4094
b_tv_'tis_the_season1,0.00145985401459854,3.6220588235294118,1.727148124614432,5.675927389346398,1.345170768151461,2,128,0.0,0.0,2,0,5,0,0,0,0,0,1,0,77.741356,56573.496
b_tv_'tis_the_season2,0.00145985401459854,1.7997054491899853,0.7274721080371732,3.4715239683181136,0.7224186232975975,3,126,0.0,0.0,2,0,5,0,0,0,0,0,1,0,74.38855,54133.61
b_tv_all_(a-z)1,2.0,6.424766977363515,6.0557405463645795,5.507147962739613,2.3363872546034146,19,-11,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,3.245435,2361.7495
b_tv_all_(a-z)2,1.0,3.3608521970705727,3.148910554892912,3.0406466772414906,1.284851135474746,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,1.6335421,1188.752
b_tv_animated_comedy1,1.0,3.7004103967168263,2.2545399040239107,5.159338321235337,1.0684006874179932,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,1.4127297,1028.0636
b_tv_animated_comedy2,0.8185840707964602,2.055256064690027,1.755017950616758,2.9281085254048564,0.4338866510209126,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,1.1791445,858.0803
b_tv_anime1,0.9896755162241888,1.3840970350404314,1.634121386910437,1.2323822056860636,0.3513246030228371,10,8,290144.0145626278,1.0,2,0,5,0,0,0,0,0,1,0,1.3218616,961.9376
b_tv_anime2,0.02654867256637168,0.009433962264150943,0.026294714211642416,0.02254950524625508,0.023813584665623427,6,8,476711.0813453686,1.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_tv_apple_tv+1,1.0,0.016034985422740525,0.17027545365535554,0.26985184841327625,0.36748809214604883,1,-141,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.95426303,694.43085
b_tv_apple_tv+2,0.21251819505094613,0.11678832116788321,0.10476790901347713,0.3170138644523207,0.07817123368618757,2,98,0.0,0.0,2,0,5,0,0,0,0,0,1,0,40.750683,29654.854
b_tv_apple_tv1,2.0,3.0,10.142857142857142,55.65843785826662,9.633769968684316,19,-199,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,3.9890816,2902.9116
b_tv_apple_tv2,25.0,36.5699067909454,30.964573732976437,42.26895131216324,8.564142508136296,18,-11,572520.7179949913,0.8333333333333334,2,0,5,0,0,0,0,0,1,0,25.248684,18373.828
b_tv_best_of_20241,0.005037783375314861,0.0027247956403269754,0.003740889648711516,0.050193992955756966,0.002010137495511967,1,435,0.0,0.0,2,0,5,0,0,0,0,0,1,0,2.440084,1775.684
b_tv_best_of_20242,0.002325581395348837,0.0026109660574412533,0.003550833041913611,0.02723719416581562,0.002131626978427116,1,411,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.1856377,2318.2341
b_tv_black_voices1,0.0022471910112359553,0.0023148148148148147,0.005239748939963699,0.004816045939567358,0.0031688248358876995,1,398,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.1856377,2318.2341
b_tv_black_voices2,0.009174311926605505,0.013953488372093023,0.005952673211293107,0.013440381424048228,0.004419056910863422,1,399,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.1856377,2318.2341
b_tv_classic_tv1,3.0,5.031957390146472,4.265653000237534,7.280603052955978,1.1582198762475564,19,-175,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,3.3861442,2464.1455
b_tv_classic_tv2,0.13716814159292035,0.3436657681940701,0.3040306268647219,0.46314364016376197,0.0807986742712572,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,0.5643352,410.6748
b_tv_comedy1,2.0,8.411764705882353,5.076465121992519,6.23479547143519,3.535909061538195,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,3.2112434,2336.8677
b_tv_comedy2,1.0,4.876165113182424,4.2503594803859865,3.8976584410855093,1.7698339792434161,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,1.7789072,1294.5361
b_tv_concerts_and_live_events1,0.05172413793103448,0.05825242718446602,0.059144133219551046,0.0623856423583118,0.015124995455298584,2,316,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.11011344,80.13113
b_tv_concerts_and_live_events2,0.017241379310344827,0.031067961165048542,0.02385550424666854,0.024163211124638102,0.00903569633256606,1,316,0.0,0.0,2,0,5,0,0,0,0,0,1,0,2.5417619,1849.6764
b_tv_concerts_live_events1,4.0,7.40117994100295,3.914454277286136,11.640156006600106,2.6931022537945086,18,-198,328275.7483288616,0.8888888888888888,2,0,5,0,0,0,0,0,1,0,4.2217307,3072.2139
b_tv_concerts_live_events2,4.205014749262537,7.946091644204852,8.196136081617082,8.634659981708454,1.8786167925132566,18,8,572520.7179949913,0.8333333333333334,2,0,5,0,0,0,0,0,1,0,17.133593,12468.36
b_tv_documentary1,1.0,5.80774550484094,2.614127992474117,4.5806108063950886,2.004165755320676,20,-199,328275.7483288616,0.8,2,0,5,0,0,0,0,0,1,0,1.642355,1195.1652
b_tv_documentary2,3.0,3.2330226364846872,2.979831576597516,3.076709541036099,0.7083194533875898,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,3.240779,2358.361
b_tv_drama1,1.0,2.403462050599201,1.8666844091049541,2.086231248829242,0.6391952595742224,19,-174,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,1.3666214,994.5099
b_tv_drama2,2.0,1.3302263648468708,1.3242227717430297,1.2746506439841092,0.4208186711942648,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,2.2489529,1636.5951
b_tv_emmy_award_nominees1,0.004622496147919877,0.004524886877828055,0.011464348017018771,0.20926164943954503,0.009436531006163212,1,108,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.0,0.0
b_tv_emmy_award_nominees2,0.0662557781201849,0.013235294117647059,0.01949593020421971,0.10628661913667245,0.020871729838641755,2,108,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.0,0.0
b_tv_english1,3.0,0.2529960053262317,0.6087382441164172,0.3003695101345033,1.0575219392593573,19,-196,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,2.7953315,2034.2026
b_tv_english2,1.0,0.13315579227696406,0.24236412469598984,0.1355319751772539,0.3361381910439321,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,0.9927408,722.4317
b_tv_food_and_travel2,0.00199203187250996,0.08609271523178808,0.030066653344895312,0.044061975158641534,0.034335835545783934,1,346,0.0,0.0,2,0,5,0,0,0,0,0,1,0,32.188255,23423.854
b_tv_food_travel1,2.0,5.384508990318119,2.9215543816762923,11.57848727623602,2.026787783651863,19,-197,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,2.5914485,1885.8341
b_tv_food_travel2,1.0,4.96138482023968,3.2863477434863504,7.803049023601719,1.4879630948709657,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,1.6335421,1188.752
b_tv_full_seasons1,1.0,9.325958702064897,2.9037083860092707,13.07878797642524,2.970770073447736,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,1.9070542,1387.7906
b_tv_full_seasons2,8.0,7.748335552596538,7.317544417137411,7.847462959953062,1.842956392996919,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,8.019919,5836.21
b_tv_halloween_fun1,0.002702702702702703,0.0053475935828877,0.013913378935496034,0.013913378935496034,0.01497556645541058,1,468,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.1856377,2318.2341
b_tv_halloween_fun2,0.07795698924731183,0.005376344086021506,0.06379090521158762,0.057153940455861085,0.07216412420509269,1,466,0.0,0.0,2,0,5,0,0,0,0,0,1,0,2.0551705,1495.577
b_tv_hbo_max1,2.0,3.0,10.142857142857142,35.976548277147955,6.693991620066745,19,-199,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,4.3704405,3180.4321
b_tv_hbo_max2,10.0,30.15312916111851,25.807384030092294,27.044475511464103,9.731263370033144,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,11.695105,8510.694
b_tv_honoring_veterans_day1,0.02088167053364269,0.007211538461538462,0.021252690723921212,0.016724417048307606,0.014631208375541205,1,414,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.1856377,2318.2341
b_tv_honoring_veterans_day2,0.0069605568445475635,0.002398081534772182,0.009807873411087966,0.01318036245756023,0.005544582467857694,1,414,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.1856377,2318.2341
b_tv_international1,0.003305785123966942,0.0017006802721088435,0.002892728179279997,0.00743754328919186,0.0012967982254567364,19,236,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,0.0,0.0
b_tv_international2,0.003305785123966942,0.0017006802721088435,0.0026489446590459644,0.006140054013649783,0.0013423005076132035,19,236,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,0.0,0.0
b_tv_japanese1,0.17551622418879056,0.3436657681940701,0.2944029669735495,0.10530357626311322,0.09328100886505326,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,0.5592476,406.97247
b_tv_kids1,0.013824884792626729,0.11502347417840375,0.041238200832291454,0.05309445622609754,0.04894804111988945,1,407,0.0,0.0,2,0,5,0,0,0,0,0,1,0,31.803339,23143.744
b_tv_kids2,0.006993006993006993,0.37264150943396224,0.12521552627002316,0.32844460347445686,0.19024934208438019,1,410,0.0,0.0,2,0,5,0,0,0,0,0,1,0,67.59572,49190.37
b_tv_korean1,0.005291005291005291,0.0056022408963585435,0.0075392169698257705,0.014118304819944253,0.009261243758017427,19,464,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,3.1856377,2318.2341
b_tv_lifestyle_reality1,2.0,2.3754993342210384,2.1925143015690867,3.479858007249561,0.5845634734122079,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,2.3706374,1725.1467
b_tv_lifestyle_reality2,0.6533923303834809,1.5215633423180592,1.451276937186364,2.1230263866928896,0.37499298190857255,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,1.018103,740.8881
b_tv_max1,0.007874015748031496,0.09733124018838304,0.06559926056051334,0.11104416546229917,0.03217691650732052,1,189,0.0,0.0,2,0,5,0,0,0,0,0,1,0,21.35809,15542.587
b_tv_max2,0.028346456692913385,0.0141287284144427,0.03750813836912609,0.07807042021687279,0.022237145700637628,2,189,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.0,0.0
b_tv_most_watched_tv_20251,0.022941970310391364,0.00684931506849315,0.011738430333458335,0.06245033685344116,0.005692224620345765,2,16,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_tv_most_watched_tv_20252,0.009370816599732263,0.016194331983805668,0.028778029856427908,0.05528637032891322,0.01757394165950538,3,15,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_tv_new_onboard1,5.0,5.0,8.0,40.3174676672135,5.5377492419453835,19,-199,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,5.859248,4263.8584
b_tv_new_onboard2,13.26401179941003,25.826145552560646,27.19874118157133,27.23356110217001,6.411649876923997,17,8,572520.7179949913,0.8235294117647058,2,0,5,0,0,0,0,0,1,0,15.429315,11228.133
b_tv_new_onboard4,0.0026954177897574125,0.018292682926829267,0.011275905147150832,0.09117019859983172,0.006523753172011445,1,14,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_tv_peacock1,16.089970501474927,18.68059299191375,25.46014265353977,18.906115816468695,6.361574400382698,10,8,290144.0145626278,1.0,2,0,5,0,0,0,0,0,1,0,17.37396,12643.279
b_tv_peacock2,0.4911504424778761,0.33557951482479786,0.37716732531015473,0.2836333679759022,0.10037473825751866,6,8,476711.0813453686,1.0,2,0,5,0,0,0,0,0,1,0,0.6853734,498.75604
b_tv_saturday_night_laughs1,0.004098360655737705,0.018789144050104383,0.014536546815531414,1.0253131442744567,0.010729374146150657,1,359,0.0,0.0,2,0,5,0,0,0,0,0,1,0,10.915909,7943.663
b_tv_saturday_night_laughs2,0.002277904328018223,0.07415730337078652,0.05754464714000246,1.9388905035954602,0.043854186430420765,1,392,0.0,0.0,2,0,5,0,0,0,0,0,1,0,30.337309,22076.893
b_tv_short_form1,0.0013679890560875513,0.0013679890560875513,0.003109434736969473,0.005682371267321707,0.001504776723842374,19,44,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_tv_short_form2,0.0013679890560875513,0.0013850415512465374,0.001367845831400852,0.005442808623076375,1.4041148422786805e-05,19,44,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_tv_spanish1,10.0,0.29161118508655126,1.7238792631719804,0.632477470650724,3.6508424568526854,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,9.30497,6771.3594
b_tv_spanish2,0.12684365781710916,0.23045822102425875,0.23900677660043396,0.2202351699724822,0.07127560183270384,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,0.5122454,372.7683
b_tv_sports1,1.0,4.690444145356662,3.7091028295068385,4.3229677309472985,1.5345973542190359,19,-197,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,1.6874287,1227.966
b_tv_sports2,1.359882005899705,2.334231805929919,2.7616486150504476,2.757864123422053,0.7375955578732329,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,1.9094639,1389.5442
b_tv_spotify_podcasts1,2.0,4.2754820936639115,2.285148815548097,7.1501696383806905,1.5334990616034014,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,2.3809588,1732.6577
b_tv_spotify_podcasts2,3.0,3.459387483355526,2.9055600635018335,4.996892673939759,0.8318609041001072,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,3.240779,2358.361
b_tv_stand-up_comedy1,1.0,2.121751025991792,1.5218128618866058,4.072436168173971,0.544394085011822,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,1.2910472,939.5135
b_tv_stand-up_comedy2,0.5914454277286135,1.5107816711590296,1.3514390484022474,2.7731567696720303,0.39836726586830873,18,8,572520.7179949913,0.8333333333333334,2,0,5,0,0,0,0,0,1,0,0.9875643,718.6647
b_tv_stand_up_comedy1,0.004366812227074236,0.0014925373134328358,0.002316097093676271,0.034563111526726746,0.0011412708080342925,2,98,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.0,0.0
b_tv_stand_up_comedy2,0.011644832605531296,0.004405286343612335,0.004226950941106546,0.023620353967871932,0.0037219540474660766,3,98,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.4707229,342.5518
b_tv_subtitled/captioned_tv1,0.14454277286135694,0.10646900269541779,0.14766396171508675,0.15422447515420254,0.04709909476253496,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_tv_subtitled/captioned_tv2,0.058997050147492625,0.06334231805929919,0.07369772577712964,0.08161952864983221,0.015762098969627537,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_tv_therabody1,0.006493506493506494,0.0022675736961451248,0.0037833433620708006,1.9179802093061515,0.002035313004092752,1,378,0.0,0.0,2,0,5,0,0,0,0,0,1,0,10.915909,7943.663
b_tv_therabody2,0.004524886877828055,0.10091743119266056,0.06500964433263823,0.20935374044485552,0.04574781283307788,1,393,0.0,0.0,2,0,5,0,0,0,0,0,1,0,31.803339,23143.744
b_tv_three_perfect_days1,1.0,1.5565912117177096,1.3954592010251015,1.373205042090683,0.37857888871837425,18,-198,328275.7483288616,0.8888888888888888,2,0,5,0,0,0,0,0,1,0,1.2910472,939.5135
b_tv_three_perfect_days2,0.4085545722713864,0.77088948787062,0.8035000348967188,0.7793132122862061,0.1864067165718523,17,8,572520.7179949913,0.8823529411764706,2,0,5,0,0,0,0,0,1,0,0.82572186,600.8896
b_tv_tv_under_a_half_hour1,1.0,2.0,10.714285714285714,10.225265116572812,12.365466505747444,19,-199,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,3.5583923,2589.493
b_tv_tv_under_a_half_hour2,6.0,5.225033288948069,5.1366256744089105,5.160342875719135,0.8990381596481002,18,-11,572520.7179949913,0.8333333333333334,2,0,5,0,0,0,0,0,1,0,5.781926,4207.5903
b_tv_tv_under_half_hour1,0.0040650406504065045,0.004405286343612335,0.007321210034000196,0.06501655823115488,0.005906596091985281,2,34,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_tv_tv_under_half_hour2,0.009244992295839754,0.016176470588235296,0.010512689474352136,0.1458357986316032,0.0054699835606732425,3,108,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.0,0.0
b_tv_tv_under_one_hour1,5.0,9.218878248974008,6.414044852920375,8.215271298632997,2.9957100646661576,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,5.534116,4027.2551
b_tv_tv_under_one_hour2,8.0,5.146471371504661,5.4511246940112965,5.3047631240952855,1.4204348217642357,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,7.2887444,5304.1235
b_tv_united_videos1,3.0,0.6844207723035952,1.0985179675695964,0.6740264823331338,0.8561858293203047,19,-196,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,2.8922174,2104.708
b_tv_united_videos2,0.2640117994100295,0.4339622641509434,0.47222089234466147,0.36909739251418155,0.10357766708212136,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,0.6187087,450.2432
b_tv_veeps1,0.0014705882352941176,0.002936857562408223,0.002753166362065257,0.011024551195799825,0.0015866134629790273,1,132,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.4707229,342.5518
b_tv_veeps2,0.0014577259475218659,0.007598784194528876,0.006500273795688435,0.021418914000923057,0.00348237003658655,2,109,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.4707229,342.5518
b_tv_veeps:_live_music1,0.471976401179941,0.7547169811320755,0.8288272810772348,0.7646553798830706,0.18237455878125733,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,0,1,0,0.8786992,639.44196
b_tv_veeps:_live_music2,0.26843657817109146,0.5,0.47002230165482983,0.48121438106113584,0.1021226209221655,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,0,0,0,1,0,0.6344391,461.6904
b_tv_vix1,0.0022624434389140274,0.04128440366972477,0.022731647652894003,0.03893672578123105,0.019065224980579262,1,393,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.49502784,360.23883
b_tv_vix2,0.0022172949002217295,0.011467889908256881,0.015268507279449863,0.018570041958169692,0.01011786042511891,1,394,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.1856377,2318.2341
b_tv_winter_wonderland1,0.002320185614849188,0.0025380710659898475,0.002850582135652261,0.007545503417316205,0.0009744938399884168,1,414,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.1856377,2318.2341
b_tv_winter_wonderland2,0.0023584905660377358,0.002564102564102564,0.005985346465517217,0.01174625077039584,0.005965460850879442,1,416,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.1856377,2318.2341
b_tv_wise_planet1,0.028225806451612902,0.00199203187250996,0.09281033221174932,0.3353828232732844,0.07157486803415321,1,343,0.0,0.0,2,0,5,0,0,0,0,0,1,0,12.928471,9408.232
b_tv_wise_planet2,0.058,0.22077922077922077,0.12336081040854256,2.160798651923743,0.07258041657446178,1,347,0.0,0.0,2,0,5,0,0,0,0,0,1,0,76.07156,55358.363
b_welcome1,126.0,211.0,248.71428571428572,383.2623794725867,119.12558399397152,2,-199,0.0,0.0,2,0,5,0,0,0,0,0,0,1,179.04521,130293.76
b_welcome10,4.08659217877095,553.6143437077131,474.51872938384986,525.61201564638,207.8207110442343,1,42,0.0,0.0,2,0,5,0,0,0,0,0,0,1,237.3874,172750.2
b_welcome11,4.357558139534884,465.68558951965065,395.99376322823855,445.54370391309413,173.34641466014673,1,127,0.0,0.0,2,0,5,0,0,0,0,0,0,1,357.70633,260308.02
b_welcome2,72.0,564.6757865937072,341.8405514127372,527.4699817048872,232.52201439433784,1,-16,0.0,0.0,2,0,5,0,0,0,0,0,0,1,81.48422,59297.234
b_welcome3,70.0,559.5567715458276,338.8640024611497,523.1583551171823,230.76237448975266,1,-16,0.0,0.0,2,0,5,0,0,0,0,0,0,1,106.72778,77667.336
b_welcome4,70.0,556.0232558139535,336.47867062842676,519.5737305601801,229.8282246446272,1,-16,0.0,0.0,2,0,5,0,0,0,0,0,0,1,106.72778,77667.336
b_welcome5,70.0,549.4883720930233,332.744777705368,513.6646587888289,227.034645662968,1,-16,0.0,0.0,2,0,5,0,0,0,0,0,0,1,106.72778,77667.336
b_welcome6,70.0,547.3351573187415,331.3387842627247,510.91959636673164,225.89664080995556,1,-16,0.0,0.0,2,0,5,0,0,0,0,0,0,1,106.72778,77667.336
b_welcome7,70.0,546.3419972640219,330.2125449602796,508.766091682238,224.70124085895915,1,-16,0.0,0.0,2,0,5,0,0,0,0,0,0,1,106.72778,77667.336
b_welcome8,69.0,543.6169630642955,328.76072381528365,506.32943857814575,223.44594980771436,1,-16,0.0,0.0,2,0,5,0,0,0,0,0,0,1,106.72778,77667.336
b_welcome9,69.0,539.1162790697674,324.63705862319006,501.5319910380397,222.37601494223748,1,-16,0.0,0.0,2,0,5,0,0,0,0,0,0,1,106.72778,77667.336
hamburger banner_menu,0.10405643738977072,0.7062374245472837,0.6963723173819132,351.68543988164754,0.7147028595031163,1,267,0.0,0.0,2,0,5,0,0,0,0,1,0,0,85.27374,62054.92
