zone_name,lag_1d,lag_7d,rolling_mean_7d,rolling_mean_30d,rolling_std_7d,active_campaigns_in_zone,days_since_last,total_planned_daily_demand,paid_ratio,day_of_week,is_weekend,month,cat_fb,cat_home,cat_movies,cat_music,cat_other,cat_tv,cat_welcome,predicted_imp_per_flight,daily_capacity
b_featured_spotify_playlists2,0.03687315634218289,0.0431266846361186,0.07067800649815344,0.06001824863479373,0.023505983399261528,18,8,572520.7179949913,0.7777777777777778,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_featured_spotify_podcasts1,0.011799410029498525,0.026954177897574125,0.02249241227826624,0.020586105348017022,0.010228214074131166,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_featured_spotify_podcasts2,0.014749262536873156,0.03369272237196765,0.022115588024738533,0.015742136274056025,0.011621266739492228,18,8,572520.7179949913,0.7777777777777778,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_featured_spotify_video_podcasts1,0.0029498525073746312,0.03234501347708895,0.024097143313387866,0.021911294591406855,0.01843503061246855,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_featured_spotify_video_podcasts2,0.0029498525073746312,0.012129380053908356,0.01305494157405764,0.0095588011512935,0.0070175717908262355,18,8,572520.7179949913,0.7777777777777778,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_featured_stand-up1,0.0014749262536873156,0.01078167115902965,0.008164004758812562,0.009110787038123033,0.005597646076785691,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_featured_stand-up2,0.001379310344827586,0.0014245014245014246,0.001825756274240071,0.00536408774480213,0.001095744642406791,18,55,572520.7179949913,0.7777777777777778,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_featured_stand-up_from_veeps1,0.0017123287671232876,0.005366726296958855,0.004225720579376468,0.005109025888655793,0.0024445945053567847,1,252,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.1856377,2318.2341
b_featured_tv_shows_from_max1,0.0017761989342806395,0.14071294559099437,0.09170298116189372,0.20158229673094114,0.05350538708847558,1,277,0.0,0.0,2,0,5,0,0,0,0,0,1,0,67.59572,49190.37
b_featured_tv_shows_from_max2,0.0017761989342806395,0.11632270168855535,0.058801334547179895,0.09928777408970263,0.04650616708559955,2,277,0.0,0.0,2,0,5,0,0,0,0,0,1,0,31.803339,23143.744
b_featured_veeps1,0.003179650238473768,0.01567398119122257,0.007848321697513632,0.008630305805922651,0.006774359819593361,1,192,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
b_featured_veeps2,0.0047694753577106515,0.01567398119122257,0.006954814946491463,0.008047217202910132,0.0055678811261025505,2,192,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
b_featured_veeps:_live_music1,0.022123893805309734,0.02830188679245283,0.031365970693115516,0.022787613029744688,0.009013900499615677,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,0,1,0,0,0,0.46561825,338.83707
b_featured_veeps:_live_music2,0.019174041297935103,0.02021563342318059,0.02392434749619913,0.017339007379648597,0.005467623442528419,18,8,572520.7179949913,0.7777777777777778,2,0,5,0,0,0,1,0,0,0,0.46561825,338.83707
b_featured_video_podcasts_from_spotify1,0.005136986301369863,0.006920415224913495,0.01149106749750996,0.04614838149388455,0.010562624922331409,1,250,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
b_featured_video_podcasts_from_spotify2,0.003424657534246575,0.006920415224913495,0.008555209998531295,0.012922034513342767,0.00585832033585117,2,250,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
b_fp3d_autoplay,72.0,571.0,705.1428571428571,1661.688979191737,590.633396891684,2,-199,0.0,0.0,2,0,5,0,0,0,0,1,0,0,77.86016,56659.953
b_fp3d_fop,2.0,173.0,30.571428571428573,136.68552887163742,63.258351603713535,2,-199,0.0,0.5,2,0,5,0,0,0,0,1,0,0,37.77457,27489.096
b_fp3d_ticker,609.0,53.30758988015979,120.09658913264842,65.94585419739302,215.7670864116753,1,-11,0.0,0.0,2,0,5,0,0,0,0,1,0,0,524.91986,381991.7
b_home1,78.0,153.0,158.0,389.9546231609243,115.85047834745153,4,-199,0.0,0.0,2,0,5,0,1,0,0,0,0,0,97.86293,71216.25
b_home2,45.0,116.0,138.85714285714286,282.09168923359346,113.91580014997712,23,-199,0.0,0.0,2,0,5,0,1,0,0,0,0,0,57.52923,41864.84
b_home2_fallback,4.0,6.6320885200553255,3.469565110956071,5.411848754614212,2.2273954847934143,22,-198,0.0,0.0,2,0,5,0,1,0,0,0,0,0,4.2007384,3056.9375
b_home3,138.9882005899705,267.89622641509436,273.53695945946316,291.9111865118713,61.00816748449911,10,8,128835.8412883748,0.8,2,0,5,0,1,0,0,0,0,0,163.40944,118915.38
b_home3_verified,0.03319502074688797,0.2918340026773762,0.17451482422157588,0.1766366309665442,0.18774731776426667,2,9,0.0,0.0,2,0,5,0,1,0,0,0,0,0,0.47376752,344.7674
b_home4,24.0,76.0,75.0,185.42793014962075,57.07597276145775,24,-199,771960.6250354782,0.9166666666666666,2,0,5,0,1,0,0,0,0,0,37.92367,27597.598
b_home_r4b_1,0.9469026548672567,1.692722371967655,1.5555171207780396,1.5383110825468553,0.3646769886488893,4,8,0.0,0.0,2,0,5,0,1,0,0,0,0,0,1.2466283,907.1892
b_home_r4b_2,0.37610619469026546,0.6684636118598383,0.5998934429385968,0.5923095775780646,0.16330538969750957,22,8,0.0,0.0,2,0,5,0,1,0,0,0,0,0,0.7530309,547.99133
b_home_r4b_3,0.32448377581120946,0.706199460916442,0.5208175181650353,0.5099852965550203,0.15212050180679573,12,8,128835.8412883748,0.6666666666666666,2,0,5,0,1,0,0,0,0,0,0.6690388,486.86908
b_home_r4b_4,0.28761061946902655,0.5350404312668463,0.4373757954709058,0.4262620172772975,0.11334334478281605,24,8,771960.6250354782,0.9166666666666666,2,0,5,0,1,0,0,0,0,0,0.600247,436.80835
b_menu,44.0,89.0,155.57142857142858,378.40133737491453,134.7427884809389,21,-199,0.0,0.0,2,0,5,0,0,0,0,1,0,0,91.54014,66615.07
b_movies_'tis_the_season1,0.027181688125894134,0.049132947976878616,0.05412084051399232,0.21376970524292277,0.04005525066904714,1,97,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_'tis_the_season2,0.0014534883720930232,0.028528528528528527,0.03542547782740003,0.10164860358118886,0.03342782477579173,2,101,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_'tis_the_season3,0.01911764705882353,1.4213649851632046,0.38327347604411177,0.7887930818814348,0.4768178127523811,1,132,0.0,0.0,2,0,5,0,0,1,0,0,0,0,74.23988,54025.426
b_movies_a241,6.0,9.355316285329744,7.077551792792518,8.512376989172122,3.453227303991725,19,-196,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,6.5900245,4795.655
b_movies_a242,1.0,5.138482023968042,4.380662549795655,5.163476970854638,1.9883035026147773,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,1.8682973,1359.5867
b_movies_action1,6.0,20.073002754820937,8.024575842100036,14.986310193948123,7.550899678189713,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,7.4722247,5437.6445
b_movies_action2,3.0,8.824234354194408,7.703153718087505,7.93445161153795,3.199129434888523,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,4.721184,3435.6729
b_movies_all_(a-z)1,15.0,18.0,20.428571428571427,106.75948178066065,14.50123147479945,19,-199,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,15.711321,11433.353
b_movies_all_(a-z)2,44.0,76.07589880159787,70.06371811617468,73.05312768765538,20.99046634982266,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,45.024185,32764.742
b_movies_anime1,2.966076696165192,3.711590296495957,5.109995225793078,3.866725655346163,1.3233556626778753,10,8,290144.0145626278,1.0,2,0,5,0,0,1,0,0,0,0,5.972855,4346.532
b_movies_anime2,0.06342182890855458,0.07816711590296496,0.06726307843072239,0.06088836618394824,0.021044441841629423,6,8,476711.0813453686,1.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_arabic1,1.0,0.30892143808255657,0.3057013752198033,0.1776365060583736,0.31761624786064796,19,-196,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.0291002,748.8909
b_movies_arabic2,0.06047197640117994,0.10377358490566038,0.08584475976953962,0.07081974172519442,0.01946175352835252,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_audio_described_movies1,0.012448132780082987,0.02699055330634278,0.01241489459260203,0.010193823788072178,0.008036190344895134,19,9,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_audio_described_movies2,0.0014749262536873156,0.0013386880856760374,0.0050585745516298205,0.003494368435984474,0.0032730455909888373,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_award_contenders1,4.0,13.011984021304928,7.874844881027686,32.22330268983593,3.9929408100451025,18,-174,328275.7483288616,0.8888888888888888,2,0,5,0,0,1,0,0,0,0,5.463514,3975.8772
b_movies_award_contenders2,1.5781710914454277,8.289757412398922,5.412462574954851,17.856349217949937,2.4313970717105264,17,8,572520.7179949913,0.8823529411764706,2,0,5,0,0,1,0,0,0,0,6.8247046,4966.435
b_movies_award_winners1,6.317109144542773,8.74123989218329,11.945963866629256,3.386935665050959,3.2349816044387154,11,8,290144.0145626278,0.9090909090909091,2,0,5,0,0,1,0,0,0,0,18.94907,13789.509
b_movies_award_winners2,4.569321533923304,5.528301886792453,9.460166363055276,2.572791413920603,3.9274614718129253,8,8,476711.0813453686,0.75,2,0,5,0,0,1,0,0,0,0,17.526108,12753.999
b_movies_best_of_20241,0.013888888888888888,0.0855106888361045,0.16666473832682477,0.7849886516189695,0.28775968714300154,1,412,0.0,0.0,2,0,5,0,0,1,0,0,0,0,51.7876,37686.58
b_movies_best_of_20242,0.31627906976744186,0.20665083135391923,0.25093214458713275,0.42970721523898114,0.11606009023513114,1,411,0.0,0.0,2,0,5,0,0,1,0,0,0,0,67.620705,49208.555
b_movies_black_voices1,0.02262443438914027,0.022935779816513763,0.028662419462803707,0.09934182302598735,0.01851741836161931,2,393,0.0,0.0,2,0,5,0,0,1,0,0,0,0,1.7962087,1307.1268
b_movies_black_voices2,0.01583710407239819,0.01834862385321101,0.016413518561687462,0.05120609080066068,0.011633212670827009,1,393,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.440084,1775.684
b_movies_blockbusters1,2.0,10.950752393980848,6.457609028264257,8.649868016573725,4.37330121674698,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,3.6771145,2675.8887
b_movies_blockbusters2,5.0,5.145139813581891,4.930076862895967,4.9874467681908685,1.2212964727660967,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,5.1063256,3715.946
b_movies_chills_thrills1,1.0,0.04411764705882353,0.15337271638153765,0.16472267612359393,0.37360768399296074,1,-141,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.95426303,694.43085
b_movies_chills_thrills2,0.06933744221879815,0.03235294117647059,0.046195780899615624,0.11774201444520684,0.029770192813502443,2,108,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_chinese_(traditional)1,0.3466076696165192,2.5808625336927222,1.7422978203752286,1.2334585759517778,0.9908058817007082,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,0.9603787,698.8813
b_movies_chinese_(traditional)2,0.17699115044247787,0.610512129380054,0.5633767155582338,0.536592996705894,0.1860633762282044,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.6344391,461.6904
b_movies_classics1,1.0,11.88919288645691,6.515898324870252,6.754542783987389,4.997275618910864,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,2.7192118,1978.8093
b_movies_classics2,2.0,5.676431424766977,5.013453285930782,3.880264040331282,1.8609077923776463,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,3.0911553,2249.4778
b_movies_comedy1,4.0,18.197786998616873,6.941445340299672,20.389095601567536,6.124944595571324,19,-199,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,4.955492,3606.1824
b_movies_comedy2,5.0,10.362183754993342,8.795781048194089,12.390658538295527,2.911186640740208,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,6.132674,4462.8345
b_movies_documentary1,3.0,8.282369146005509,3.925742712114861,6.703375910442684,2.890364643284367,20,-199,328275.7483288616,0.8,2,0,5,0,0,1,0,0,0,0,3.5994902,2619.4004
b_movies_documentary2,10.0,4.988015978695073,5.470467946673788,4.858149364624255,2.2870651243634468,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,9.062395,6594.8345
b_movies_drama1,1.0,5.942126514131898,4.015714125538933,4.705189043886635,2.370535826754694,19,-199,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.8618448,1354.8911
b_movies_drama2,3.0,2.96404793608522,2.706128621522878,2.5529064739524574,0.6580838823969845,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,3.0961697,2253.127
b_movies_english1,6.0,1.6096904441453566,1.9357498019724528,1.2859706535479674,1.8720359221216478,19,-196,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,5.189365,3776.375
b_movies_english2,1.0,0.5352862849533955,0.5335781187809164,0.4857370878409289,0.2509435820356152,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,1.0981039,799.1059
b_movies_fall_in_love1,9.0,0.005813953488372093,1.2919644814593763,0.3779424043213589,3.39892696020708,1,-141,0.0,0.0,2,0,5,0,0,1,0,0,0,0,8.344508,6072.418
b_movies_fall_in_love2,0.040756914119359534,0.01897810218978102,0.02850978415412338,0.06533185587132194,0.01607425040671217,2,98,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_festival_favorites1,1.0,0.0013550135501355014,0.148898992278627,0.04363628507665078,0.3753555252676597,3,-11,38131.73376623377,0.3333333333333333,2,0,5,0,0,1,0,0,0,0,0.95426303,694.43085
b_movies_festival_favorites2,0.00684931506849315,0.00823045267489712,0.004292814673313995,0.007954500810572123,0.0029068518635344733,6,29,95809.63664962276,0.6666666666666666,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_film_festival_faves1,0.007739938080495356,0.0015698587127158557,0.009620335964579218,0.02819654263182048,0.010527544182384326,1,190,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_film_festival_faves2,0.017027863777089782,0.0015698587127158557,0.006044422989099994,0.022386685194346848,0.005697594671060338,2,190,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_film_festival_faves3,0.017241379310344827,0.1533980582524272,0.12085149315953933,0.1186229492120666,0.0575095650425371,1,316,0.0,0.0,2,0,5,0,0,1,0,0,0,0,67.59572,49190.37
b_movies_fourth_goal1,0.006738544474393531,0.0013550135501355014,0.003471119493460697,0.020314805330919446,0.0020373719990159325,11,14,211824.06418819385,0.8181818181818182,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_fourth_goal2,0.004043126684636119,0.005479452054794521,0.0028949445371364325,0.009999590415286034,0.001468633996209982,6,14,95809.63664962276,0.6666666666666666,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_french1,0.6283185840707964,1.0552560646900269,1.6998210506646851,1.7686614729609926,0.7507951918708694,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.0631388,773.6613
b_movies_french2,0.21976401179941002,0.5431266846361186,0.7503482333529564,0.6600021247436926,0.3631334530252799,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.70179665,510.70746
b_movies_full_throttle1,0.010958904109589041,0.005502063273727648,0.005852905680714391,0.008032321543107134,0.003315155355699207,11,29,211824.06418819385,0.8181818181818182,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_full_throttle2,0.005420054200542005,0.030215827338129497,0.028067845883209434,0.1805465134061522,0.021255752917460645,6,54,95809.63664962276,0.6666666666666666,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_german1,0.3112094395280236,1.9501347708894878,2.0901896675908467,2.5272414765062123,0.9201044557708895,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,0.96743447,704.01587
b_movies_german2,0.140117994100295,0.6509433962264151,0.731352446592208,0.9945723241864998,0.32440936084719596,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.691154,502.96265
b_movies_halloween_horror1,0.008108108108108109,0.008064516129032258,0.03395429813166593,0.030044235464138168,0.0343638639884182,1,468,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.800724,2038.127
b_movies_halloween_horror2,0.0913978494623656,0.008064516129032258,0.08094587088725456,0.07116186162527822,0.09767552694031237,1,466,0.0,0.0,2,0,5,0,0,1,0,0,0,0,12.928471,9408.232
b_movies_hebrew1,0.028023598820058997,0.07008086253369272,0.04875178540690489,0.07480788227419392,0.024196597763161135,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_hebrew2,0.032448377581120944,0.057951482479784364,0.032626004047434265,0.03576191149935591,0.0168247485380432,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_hindi1,5.0,2.4953395472703064,2.475258629822437,2.4472630005611604,1.229943152990213,19,-196,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,4.5495505,3310.773
b_movies_hindi2,0.7418879056047197,1.2129380053908356,1.1974670803657506,1.2489250019549194,0.21436873992331976,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,1.028593,748.5218
b_movies_honoring_veterans_day1,0.002320185614849188,0.0026109660574412533,0.005800380735198845,0.006464872563122987,0.0030053414382540103,1,414,0.0,0.0,2,0,5,0,0,1,0,0,0,0,3.1856377,2318.2341
b_movies_honoring_veterans_day2,0.0047169811320754715,0.026041666666666668,0.07157210684025364,0.037032827720168734,0.14991102633175823,2,416,0.0,0.0,2,0,5,0,0,1,0,0,0,0,1.4112948,1027.0194
b_movies_international1,1.0,9.393001345895021,7.470245264461792,8.662174579613584,3.63186910181904,19,-197,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,3.2788596,2386.073
b_movies_international2,2.0,4.607190412782956,3.8797302546179364,4.3629969996579465,1.4108580241657953,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,2.6453347,1925.0479
b_movies_ireland_on_film1,0.0014749262536873156,0.38544474393531,0.10303653785943644,0.24329229502875893,0.14047112217647403,17,8,328275.7483288616,0.9411764705882353,2,0,5,0,0,1,0,0,0,0,0.47376752,344.7674
b_movies_ireland_on_film2,0.0014749262536873156,0.03504043126684636,0.023269316277684086,0.10783641106976886,0.01402957523818049,16,8,572520.7179949913,0.9375,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_italian1,1.0,0.8415446071904128,1.0126466591225711,1.0961764003377579,0.1701713596629704,19,-196,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.2404289,902.67786
b_movies_italian2,0.1696165191740413,0.38409703504043125,0.4101014575158678,0.40279039351297424,0.13176052174347797,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.600247,436.80835
b_movies_japanese1,4.109144542772861,3.3975741239892185,2.7544614581633295,2.861218130528346,0.8952414550530199,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,4.0249557,2929.0178
b_movies_japanese2,0.7522123893805309,1.4272237196765498,1.0628179152729014,1.0240557328958726,0.20642155011707486,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.9939342,723.3001
b_movies_kids1,0.002304147465437788,0.1267605633802817,0.04360012844210864,0.16755730694868096,0.05369088998152087,1,407,0.0,0.0,2,0,5,0,0,1,0,0,0,0,31.803339,23143.744
b_movies_kids2,0.002320185614849188,1.147887323943662,0.18625247618483323,0.8214677614207592,0.42456529185143416,1,409,0.0,0.0,2,0,5,0,0,1,0,0,0,0,76.70671,55820.57
b_movies_korean1,3.0,0.8735019973368842,1.1037677266072239,0.9843957131735088,0.8466897906934193,19,-196,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,2.8922174,2104.708
b_movies_korean2,1.0,0.5352862849533955,0.5337545220065798,0.4943324477634127,0.2339156231170825,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,1.0981039,799.1059
b_movies_love_in_the_air1,2.0,0.002680965147453083,0.29088067465291517,0.1256897047789556,0.7536637318149649,4,-11,38131.73376623377,0.25,2,0,5,0,0,1,0,0,0,0,2.01505,1466.3806
b_movies_love_in_the_air2,3.0,0.014705882352941176,0.4433443485048217,0.15750946491752274,1.127432002924653,7,-11,95809.63664962276,0.5714285714285714,2,0,5,0,0,1,0,0,0,0,2.6999705,1964.8071
b_movies_mob_movies1,0.02047244094488189,0.2585139318885449,0.10460634537535375,0.1356252561937443,0.07720163794967017,1,189,0.0,0.0,2,0,5,0,0,1,0,0,0,0,57.15047,41589.215
b_movies_mob_movies2,0.0015748031496062992,0.23374613003095976,0.08443977595345661,0.1196319862256087,0.07861054107462148,2,189,0.0,0.0,2,0,5,0,0,1,0,0,0,0,57.15047,41589.215
b_movies_most_watched_movies_20251,0.020080321285140562,0.006747638326585695,0.01957528483549296,0.2046134831653774,0.006808486457633854,2,15,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_most_watched_movies_20252,0.030789825970548863,0.044534412955465584,0.05416477159839158,0.1848833531737732,0.018256483540036936,3,15,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_movies_under_1.5_hours1,7.0,9.522038567493112,8.743665386576895,9.346618111972369,3.975239895986925,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,7.368072,5361.8516
b_movies_movies_under_1.5_hours2,5.0,6.272969374167777,5.904206963936697,6.294217481418808,1.2489984107667658,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,5.4140277,3939.8652
b_movies_movies_under_2_hours1,4.0,8.398340248962656,6.374014894394581,7.655845652826008,4.581522056676432,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,4.7887683,3484.8552
b_movies_movies_under_2_hours2,4.0,4.96138482023968,4.6931708434062624,4.963274430628652,1.0587759837452673,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,4.294848,3125.4224
b_movies_movies_with_arabic_subtitles1,0.007374631268436578,0.1078167115902965,0.05549704459307519,0.05527805378319003,0.031042489085684976,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_movies_with_arabic_subtitles2,0.0029498525073746312,0.04851752021563342,0.026191166398328674,0.029269793339183895,0.013848732765050801,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_movies_with_chinese_(t)_subtitles1,0.6740412979351033,3.07277628032345,1.7620344147008482,1.5995531379001584,0.9632543013485826,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.0936774,795.8847
b_movies_movies_with_chinese_(t)_subtitles2,0.3274336283185841,0.9056603773584906,0.6363426137760442,0.6461242204693807,0.21471056013614734,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.7302084,531.3831
b_movies_movies_with_french_subtitles1,0.12536873156342182,0.3018867924528302,0.3569239210708242,0.3690607082083149,0.12907023751700114,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,0.54860485,399.2276
b_movies_movies_with_french_subtitles2,0.011799410029498525,0.005390835579514825,0.010429096410145836,0.009444248059386805,0.004116895871764709,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_movies_with_hebrew_subtitles1,0.17699115044247787,0.0444743935309973,0.08432264132314418,0.09506925591790961,0.054177135206233296,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,0.47626105,346.58197
b_movies_movies_with_hebrew_subtitles2,0.03982300884955752,0.02021563342318059,0.03508614620345379,0.043149536917067355,0.0227578064940106,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_movies_with_japanese_subtitles1,0.41887905604719766,0.7479784366576819,0.4762087317843899,0.45995051310999185,0.1351024351063474,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,0.7075875,514.9215
b_movies_movies_with_japnese_subtitles1,0.0014534883720930232,0.005934718100890208,0.002106238641807462,0.1513443888215572,0.0016882396555441255,1,127,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_movies_with_korean_subtitles1,0.08997050147492626,0.3221024258760108,0.242395743897638,0.2605787371747964,0.07397031559257872,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,0.5122454,372.7683
b_movies_movies_with_korean_subtitles2,0.0013404825737265416,0.00436046511627907,0.0020331734378533787,0.0020331734378533787,0.0011559712954508613,19,19,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_movies_with_portuguese_subtitles1,1.3761061946902655,1.4743935309973046,1.5679595462882912,1.5301310355884932,0.18320454977194123,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.618633,1177.9023
b_movies_movies_with_portuguese_subtitles2,0.06784660766961652,0.06064690026954178,0.06492697841222385,0.05183929361555746,0.014979490704194635,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_movies_with_spanish_subtitles1,0.9690265486725663,1.4986522911051212,1.5345177848055365,1.360338426124644,0.3410522841613219,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.2743306,927.34863
b_movies_movies_with_spanish_subtitles2,1.0,0.7509986684420772,0.746104465941275,0.6351433516625592,0.175507462128601,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,1.1592736,843.62
b_movies_musical_masterpieces1,0.012903225806451613,0.0034904013961605585,0.010467881771742087,0.011841471722722988,0.007160130640402983,1,225,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_musical_masterpieces2,0.005291005291005291,0.007017543859649123,0.007337261415414978,0.00850064502389975,0.004438360404817737,2,267,0.0,0.0,2,0,5,0,0,1,0,0,0,0,3.1856377,2318.2341
b_movies_new_releases1,17.0,61.0,81.28571428571429,328.2694473448791,55.882955915956714,17,-199,328275.7483288616,0.9411764705882353,2,0,5,0,0,1,0,0,0,0,47.873814,34838.457
