daily_avg_impressions,daily_std_impressions,ctr,video_completion_rate,trend_ratio,trend,total_impressions,total_clicks,total_days
25915791.564202335,9598749.21297758,0.004793220954417574,0.6487762344434194,2.515840576911462e-05,DOWN,13320716864,27550333,514
