campaign_id,campaign_name,revenue_type,goal_type,planned_daily_impressions,pacing_gap,time_urgency,zone_fit,contract_weight,goal_modifier,priority_score,queue_position
5221,Limitless Messaging - BC + EC - I - Screensaver - October 2024,house,awareness,0.0,0.0,4.22,20.0,6.67,16.67,47.55,223
6484,HAL_70K_promo_eX2,house,awareness,0.0,0.0,4.11,20.0,6.67,16.67,47.44,224
6472,HAL_70K_promo_eX3,house,awareness,0.0,0.0,4.11,20.0,6.67,16.67,47.44,225
6256,MP Map Ticker  Evergreen,house,awareness,0.0,0.0,4.11,20.0,6.67,16.67,47.44,226
6255,MP Map Idle Full Screen Evergreen,house,awareness,0.0,0.0,4.11,20.0,6.67,16.67,47.44,227
6106,Notification Center_Display Evergreen,house,awareness,0.0,0.0,4.01,20.0,6.67,16.67,47.35,228
5495,787 Leihoku Suite Tutorial Interstitial Video,house,awareness,0.0,0.0,3.77,20.0,6.67,16.67,47.1,229
5034,HAL_Summer_Club_eX3,house,awareness,0.0,0.0,3.5,20.0,6.67,16.67,46.83,230
5037,HAL_Summer_Club_eX2,house,awareness,0.0,0.0,3.5,20.0,6.67,16.67,46.83,231
4573,Finnair Youradhere,house,awareness,0.0,0.0,3.29,20.0,6.67,16.67,46.62,232
2336,connect to wifi static Star Gallery - B - Nov 2023,house,awareness,0.0,0.0,3.28,20.0,6.67,16.67,46.61,233
4557,UA_Idents Evergreen_SD,house,awareness,0.0,0.0,3.28,20.0,6.67,16.67,46.61,234
3607,Internet Packages BC + YC - I - Screensavers - August 2023,house,awareness,0.0,0.0,3.23,20.0,6.67,16.67,46.57,235
4361,MileagePlus_Non-Member_Enrollment_Awareness_Jan'24,house,awareness,0.0,0.0,3.18,20.0,6.67,16.67,46.51,236
3175,IFE Highlights - 2023-2024-2025-2026,house,awareness,0.0,0.0,3.06,20.0,6.67,16.67,46.39,237
3853,eX3 Infinity MileageLands static - B - Sept 2023,house,awareness,0.0,0.0,3.01,20.0,6.67,16.67,46.34,238
