campaign_id,zone_name,allocated_impressions,zone_zpr,zone_capacity,total_allocated,allocation_weight
8045,b_movies_subtitled/captioned_movies1,0.0,0.0684,406.97,19396.55,0.0
8045,b_movies_new_releases1,0.0,0.6223,34838.46,19396.55,0.0
8045,b_movies_movies_under_1.5_hours1,0.0,0.0922,5361.85,19396.55,0.0
8045,b_movies_movies_under_2_hours1,0.0,0.1186,3484.86,19396.55,0.0
8045,b_tv_tv_under_one_hour1,0.0,0.1351,4027.26,19396.55,0.0
8045,b_home4,0.0,0.401,27597.6,19396.55,0.0
8045,b_fp3d_fop,19396.55,0.1348,27489.1,19396.55,1.0
8049,b_pause_movies_styled_to_perfection,0.0,0.0621,406.97,0.0,0.0
8049,b_pause_movies_ireland_on_film,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_through_her_lens,0.0,1.0,338.84,0.0,0.0
8049,b_pause_featured_apple_tv:_movies,0.0,0.0105,338.84,0.0,0.0
8049,b_pause_movies_vision_voice:_spike_lee,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_award_contenders,0.0,0.0073,350.28,0.0,0.0
8049,b_pause_tv_tv_with_spanish_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_portuguese_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_korean_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_japanese_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_italian_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_hindi_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_hebrew_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_greek_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_german_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_french_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_dutch_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_chinese_(t)_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_chinese_(s)_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_arabic_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_three_perfect_days,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_fourth_goal,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_full_throttle,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_festival_favorites,0.0,1.0,338.84,0.0,0.0
8049,b_pause_tv_tv_under_a_half_hour,0.0,0.0118,338.84,0.0,0.0
8049,b_pause_tv_concerts_live_events,0.0,0.0076,338.84,0.0,0.0
8049,b_pause_featured_apple_tv,0.0,1.0,0.0,0.0,0.0
8049,b_pause_featured_apple_tv_shows,0.0,0.0413,418.42,0.0,0.0
8049,b_pause_tv_apple_tv,0.0,0.0613,461.69,0.0,0.0
8049,b_pause_movies_love_in_the_air,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_movies_with_japanese_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_stand-up_comedy,0.0,1.0,338.84,0.0,0.0
8049,b_pause_featured_veeps:_live_music,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_veeps:_live_music,0.0,1.0,338.84,0.0,0.0
8049,b_pause_featured_spotify_podcasts,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_spotify_podcasts,0.0,0.0004,338.84,0.0,0.0
8049,b_pause_tv_hbo_max,0.0,0.0548,406.97,0.0,0.0
8049,b_pause_featured_spotify,0.0,1.0,0.0,0.0,0.0
8049,b_pause_featured_hbo_max_podcasts,0.0,1.0,0.0,0.0,0.0
8049,b_pause_featured_hbo_max_tv_shows,0.0,0.0236,338.84,0.0,0.0
8049,b_pause_featured_hbo_max_movies,0.0,1.0,0.0,0.0,0.0
8049,b_pause_featured_concerts,0.0,1.0,338.84,0.0,0.0
8049,b_pause_featured_stand-up,0.0,1.0,338.84,0.0,0.0
8049,b_pause_featured_a24_podcasts,0.0,1.0,0.0,0.0,0.0
8049,b_pause_featured_a24_movies,0.0,1.0,338.84,0.0,0.0
8049,b_pause_featured_spotify_audiobooks,0.0,1.0,0.0,0.0,0.0
8049,b_pause_featured_spotify_video_podcasts,0.0,1.0,338.84,0.0,0.0
8049,b_pause_featured_spotify_playlists,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_featured_spotify_podcasts,0.0,1.0,0.0,0.0,0.0
8049,b_pause_featured_hbo_max,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_perfect_plane_movies,0.0,0.0327,384.51,0.0,0.0
8049,b_pause_playlists,0.0,1.0,0.0,0.0,0.0
8049,b_pause_spotify,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_spanish_subtitles,0.0,0.0017,338.84,0.0,0.0
8049,b_pause_movies_movies_with_spanish_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_portuguese_subtitles,0.0,0.0055,338.84,0.0,0.0
8049,b_pause_movies_movies_with_portuguese_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_korean_subtitles,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_movies_with_korean_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_japanese_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_italian_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_italian_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_hindi_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_hindi_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_hebrew_subtitles,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_movies_with_hebrew_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_greek_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_greek_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_german_subtitles,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_movies_with_german_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_french_subtitles,0.0,0.0008,338.84,0.0,0.0
8049,b_pause_movies_movies_with_french_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_dutch_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_dutch_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_chinese_(t)_subtitles,0.0,0.0004,338.84,0.0,0.0
8049,b_pause_movies_movies_with_chinese_(t)_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_chinese_(s)_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_chinese_(s)_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_with_arabic_subtitles,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_movies_with_arabic_descriptive_audio,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_movies_under_2_hours,0.0,0.0177,338.84,0.0,0.0
8049,b_pause_movies_movies_under_1.5_hours,0.0,0.003,338.84,0.0,0.0
8049,b_pause_movies_korean,0.0,0.0034,338.84,0.0,0.0
8049,b_pause_movies_japanese,0.0,0.0004,338.84,0.0,0.0
8049,b_pause_movies_italian,0.0,0.0017,338.84,0.0,0.0
8049,b_pause_movies_international,0.0,0.0034,338.84,0.0,0.0
8049,b_pause_movies_indie,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_horror,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_hindi,0.0,0.0021,338.84,0.0,0.0
8049,b_pause_movies_hebrew,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_greek,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_german,0.0,0.0008,338.84,0.0,0.0
8049,b_pause_movies_french,0.0,0.0101,338.84,0.0,0.0
8049,b_pause_movies_english,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_dutch,0.0,1.0,342.55,0.0,0.0
8049,b_pause_movies_drama,0.0,0.0207,338.84,0.0,0.0
8049,b_pause_movies_documentary,0.0,0.0152,338.84,0.0,0.0
8049,b_pause_movies_comedy,0.0,0.0411,406.97,0.0,0.0
8049,b_pause_movies_classics,0.0,0.0143,338.84,0.0,0.0
8049,b_pause_movies_chinese_(traditional),0.0,0.0004,338.84,0.0,0.0
8049,b_pause_movies_chinese_(simple),0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_blockbusters,0.0,0.0173,338.84,0.0,0.0
8049,b_pause_movies_audio_described_movies,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_arabic,0.0,1.0,338.84,0.0,0.0
8049,b_pause_movies_animation,0.0,1.0,0.0,0.0,0.0
8049,b_pause_movies_all_(a-z),0.0,0.106,1599.81,0.0,0.0
8049,b_pause_movies_action,0.0,0.0379,399.23,0.0,0.0
8049,b_pause_movies_a24,0.0,0.0089,338.84,0.0,0.0
8049,b_pause_tv_united_videos,0.0,1.0,338.84,0.0,0.0
8049,b_pause_tv_tv_with_spanish_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_portuguese_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_korean_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_japanese_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_italian_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_hindi_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_hebrew_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_greek_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_german_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_french_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_dutch_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_chinese_(t)_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_chinese_(s)_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_with_arabic_subtitles,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_tv_under_one_hour,0.0,0.0194,338.84,0.0,0.0
8049,b_pause_tv_travel,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_subtitled/captioned_tv,0.0,0.0004,338.84,0.0,0.0
8049,b_pause_tv_sports,0.0,0.0038,338.84,0.0,0.0
8049,b_pause_tv_spanish,0.0,1.0,338.84,0.0,0.0
8049,b_pause_tv_short_form,0.0,1.0,338.84,0.0,0.0
8049,b_pause_tv_sci-fi,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_portuguese,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_popular_tv,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_new_onboard,0.0,0.0615,425.36,0.0,0.0
8049,b_pause_tv_lifestyle_reality,0.0,0.0013,338.84,0.0,0.0
8049,b_pause_tv_korean,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_japanese,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_italian,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_international,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_hindi,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_hebrew,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_greek,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_german,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_full_seasons,0.0,0.0312,366.84,0.0,0.0
8049,b_pause_tv_french,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_food_travel,0.0,0.0063,338.84,0.0,0.0
8049,b_pause_tv_english,0.0,0.0008,338.84,0.0,0.0
8049,b_pause_tv_dutch,0.0,1.0,338.84,0.0,0.0
8049,b_pause_tv_drama,0.0,0.0008,338.84,0.0,0.0
8049,b_pause_tv_documentary,0.0,0.0089,338.84,0.0,0.0
8049,b_pause_tv_comedy,0.0,0.0198,338.84,0.0,0.0
8049,b_pause_tv_classic_tv,0.0,0.0046,338.84,0.0,0.0
8049,b_pause_tv_chinese_(traditional),0.0,1.0,338.84,0.0,0.0
8049,b_pause_tv_chinese_(simple),0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_box_set,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_audio_described_tv,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_arabic,0.0,1.0,0.0,0.0,0.0
8049,b_pause_tv_animated_comedy,0.0,0.0042,338.84,0.0,0.0
8049,b_pause_tv_all_(a-z),0.0,0.0177,338.84,0.0,0.0
8049,b_pause_movies_thriller,0.0,0.0067,338.84,0.0,0.0
8049,b_pause_movies_subtitled/captioned_movies,0.0,0.0008,338.84,0.0,0.0
8049,b_pause_movies_sports,0.0,0.0008,338.84,0.0,0.0
8049,b_pause_movies_spanish,0.0,0.0097,338.84,0.0,0.0
8049,b_pause_movies_sci-fi_fantasy,0.0,0.0173,338.84,0.0,0.0
8049,b_pause_movies_romance,0.0,0.0126,338.84,0.0,0.0
8049,b_pause_movies_portuguese,0.0,0.008,338.84,0.0,0.0
8049,b_pause_featured_a24,0.0,1.0,0.0,0.0,0.0
8049,b_pause_featured_best_of_a24,0.0,1.0,0.0,0.0,0.0
8049,b_pause_home_home_focus,0.0,0.0042,338.84,0.0,0.0
8049,b_pause_home_home_relax,0.0,0.0042,338.84,0.0,0.0
8049,b_pause_home_home_entertainment,0.0,0.0713,639.44,0.0,0.0
8049,b_pause_movies_new_releases,0.0,0.0331,12578.29,0.0,0.0
8049,b_fp3d_autoplay,-0.0,2.4069,56659.95,0.0,0.0
5221,Screensaver4,0.0,1.0,0.0,0.0,0.0
5221,AdPool eX3 Welcome Screensaver Interstitial 4,0.0,1.0,0.0,0.0,0.0
5221,AdPool eX1/eX3 High Capacity Welcome Screensaver Interstitial 4,0.0,1.0,0.0,0.0,0.0
5221,eX1/eX3 High Capacity Welcome Screensaver Interstitial 4,0.0,1.0,0.0,0.0,0.0
5221,eX2 Welcome Screensaver Interstitial 4,0.0,1.0,0.0,0.0,0.0
5221,IFE Seatback Welcome Screensaver Interstitial 4,0.0,1.0,0.0,0.0,0.0
5221,eX1 Kinai Welcome Screensaver Interstitial 4,0.0,1.0,0.0,0.0,0.0
5221,AdPool eX3 Welcome Screensaver Interstitial 3,0.0,1.0,0.0,0.0,0.0
5221,AdPool B787 CD Welcome Screensaver Interstitial 3,-0.0,1.0,0.0,0.0,0.0
5221,AdPool eX1/eX3 High Capacity Welcome Screensaver Interstitial 3,0.0,1.0,0.0,0.0,0.0
5221,eX1/eX3 High Capacity Welcome Screensaver Interstitial 3,0.0,1.0,0.0,0.0,0.0
5221,eX2 Welcome Screensaver Interstitial 3,0.0,1.0,0.0,0.0,0.0
5221,eX1 Kinai Welcome Screensaver Interstitial 3,0.0,1.0,0.0,0.0,0.0
5221,IFE Seatback Welcome Screensaver Interstitial 3,0.0,1.0,0.0,0.0,0.0
5255,eX3 VIDEOS DIVIDER 5,0.0,1.0,0.0,0.0,0.0
5255,eX3 GAMES SUB-CATEGORY DIVIDER 5,0.0,1.0,0.0,0.0,0.0
5255,eX3 TV SUB-CATEGORY DIVIDER 5,0.0,1.0,0.0,0.0,0.0
5255,eX3 VIDEOS DIVIDER 3,0.0,1.0,0.0,0.0,0.0
5255,eX3 VIDEOS DIVIDER 1,0.0,1.0,0.0,0.0,0.0
5255,eX3 VIDEOS CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
5255,eX3 VIDEOS CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
5255,eX3 VIDEOS POSTER,0.0,1.0,0.0,0.0,0.0
5255,eX3 MAIN MENU AIRLINE INFO POSTER,0.0,1.0,0.0,0.0,0.0
5255,eX3 GAMES SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
5255,eX3 GAMES SUB-CATEGORY DIVIDER 1,0.0,1.0,0.0,0.0,0.0
5255,eX3 GAMES_SUB-CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
5255,eX3 GAMES_SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
5255,eX3 MAIN MENU GAMES POSTER,0.0,1.0,0.0,0.0,0.0
5255,eX3 MUSIC SUB-CATEGORY DIVIDER 5,0.0,1.0,0.0,0.0,0.0
5255,eX3 MUSIC SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
5255,eX3 MUSIC SUB-CATEGORY DIVIDER 1,0.0,1.0,0.0,0.0,0.0
5255,eX3 MUSIC SUB-CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
5255,eX3 MUSIC SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
5255,eX3 MAIN MENU MUSIC POSTER,0.0,1.0,0.0,0.0,0.0
5255,eX3 TELEVISION SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
5255,eX3 TELEVISION SUB-CATEGORY DIVIDER 1,0.0,1.0,0.0,0.0,0.0
5255,eX3 TELEVISION SUB-CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
5255,eX3 TELEVISION_SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
5255,eX3 MAIN MENU - TV POSTER,0.0,1.0,0.0,0.0,0.0
5255,eX3 MOVIE SUB-CATEGORY DIVIDER 5 ,0.0,1.0,0.0,0.0,0.0
5255,eX3 MOVIE SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
5255,eX3 MOVIE SUB-CATEGORY DIVIDER 1 ,0.0,1.0,0.0,0.0,0.0
5255,eX3 MOVIE SUB-CATEGORY POSTER 2,-0.0,1.0,0.0,0.0,0.0
5255,eX3 MOVIE SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
5255,eX3 MAIN MENU MOVIES POSTER,0.0,1.0,0.0,0.0,0.0
5256,eX3 VIDEOS DIVIDER 5,0.0,1.0,0.0,0.0,0.0
5256,eX3 GAMES SUB-CATEGORY DIVIDER 5,0.0,1.0,0.0,0.0,0.0
5256,eX3 TV SUB-CATEGORY DIVIDER 5,0.0,1.0,0.0,0.0,0.0
5256,eX3 VIDEOS DIVIDER 3,0.0,1.0,0.0,0.0,0.0
5256,eX3 VIDEOS DIVIDER 1,0.0,1.0,0.0,0.0,0.0
5256,eX3 VIDEOS CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
5256,eX3 VIDEOS CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
5256,eX3 VIDEOS POSTER,0.0,1.0,0.0,0.0,0.0
5256,eX3 MAIN MENU AIRLINE INFO POSTER,0.0,1.0,0.0,0.0,0.0
5256,eX3 GAMES SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
5256,eX3 GAMES SUB-CATEGORY DIVIDER 1,0.0,1.0,0.0,0.0,0.0
5256,eX3 GAMES_SUB-CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
5256,eX3 GAMES_SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
5256,eX3 MAIN MENU GAMES POSTER,0.0,1.0,0.0,0.0,0.0
5256,eX3 MUSIC SUB-CATEGORY DIVIDER 5,0.0,1.0,0.0,0.0,0.0
5256,eX3 MUSIC SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
5256,eX3 MUSIC SUB-CATEGORY DIVIDER 1,0.0,1.0,0.0,0.0,0.0
5256,eX3 MUSIC SUB-CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
5256,eX3 MUSIC SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
5256,eX3 MAIN MENU MUSIC POSTER,0.0,1.0,0.0,0.0,0.0
5256,eX3 TELEVISION SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
5256,eX3 TELEVISION SUB-CATEGORY DIVIDER 1,0.0,1.0,0.0,0.0,0.0
5256,eX3 TELEVISION SUB-CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
5256,eX3 TELEVISION_SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
5256,eX3 MAIN MENU - TV POSTER,0.0,1.0,0.0,0.0,0.0
5256,eX3 MOVIE SUB-CATEGORY DIVIDER 5 ,0.0,1.0,0.0,0.0,0.0
5256,eX3 MOVIE SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
5256,eX3 MOVIE SUB-CATEGORY DIVIDER 1 ,0.0,1.0,0.0,0.0,0.0
5256,eX3 MOVIE SUB-CATEGORY POSTER 2,-0.0,1.0,0.0,0.0,0.0
5256,eX3 MOVIE SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
5256,eX3 MAIN MENU MOVIES POSTER,0.0,1.0,0.0,0.0,0.0
5287,eX3 GAMES MAIN LANDING DISMISSIBLE,0.0,1.0,0.0,0.0,0.0
5287,eX3 MUSIC MAIN LANDING DISMISSIBLE,-0.0,1.0,0.0,0.0,0.0
5287,eX3 TELEVISION MAIN LANDING DISMISSIBLE,0.0,1.0,0.0,0.0,0.0
5287,eX3 MOVIES MAIN LANDING DISMISSIBLE,0.0,1.0,0.0,0.0,0.0
5450,b_menu,0.0,0.4146,66615.07,0.0,0.0
5450,b_home2_verified,-0.0,1.0,0.0,0.0,0.0
5450,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5450,b_home2,-0.0,0.5336,41864.84,0.0,0.0
5450,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5451,b_menu,0.0,0.4146,66615.07,0.0,0.0
5451,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5451,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5451,b_home2,-0.0,0.5336,41864.84,0.0,0.0
5452,b_menu,0.0,0.4146,66615.07,0.0,0.0
5452,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5452,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5452,b_home2,-0.0,0.5336,41864.84,0.0,0.0
5453,b_menu,0.0,0.4146,66615.07,0.0,0.0
5453,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5453,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5453,b_home2,-0.0,0.5336,41864.84,0.0,0.0
5454,b_menu,0.0,0.4146,66615.07,0.0,0.0
5454,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5454,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5454,b_home2,-0.0,0.5336,41864.84,0.0,0.0
5455,b_menu,0.0,0.4146,66615.07,0.0,0.0
5455,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5455,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5455,b_home2,-0.0,0.5336,41864.84,0.0,0.0
5456,b_menu,0.0,0.4146,66615.07,0.0,0.0
5456,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5456,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5456,b_home2,-0.0,0.5336,41864.84,0.0,0.0
5457,b_menu,0.0,0.4146,66615.07,0.0,0.0
5457,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5457,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5457,b_home2,-0.0,0.5336,41864.84,0.0,0.0
5458,b_menu,0.0,0.4146,66615.07,0.0,0.0
5458,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5458,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5458,b_home2,-0.0,0.5336,41864.84,0.0,0.0
5459,b_menu,0.0,0.4146,66615.07,0.0,0.0
5459,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5459,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5459,b_home2,-0.0,0.5336,41864.84,0.0,0.0
5460,b_menu,0.0,0.4146,66615.07,0.0,0.0
5460,b_home_r4b_2,0.0,0.0665,547.99,0.0,0.0
5460,b_home2_fallback,0.0,0.0848,3056.94,0.0,0.0
5460,b_home2,-0.0,0.5336,41864.84,0.0,0.0
6859,eX3 VIDEOS DIVIDER 5,0.0,1.0,0.0,0.0,0.0
6859,eX3 GAMES SUB-CATEGORY DIVIDER 5,0.0,1.0,0.0,0.0,0.0
6859,eX3 TV SUB-CATEGORY DIVIDER 5,0.0,1.0,0.0,0.0,0.0
6859,eX3 VIDEOS DIVIDER 3,0.0,1.0,0.0,0.0,0.0
6859,eX3 VIDEOS DIVIDER 1,0.0,1.0,0.0,0.0,0.0
6859,eX3 VIDEOS CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
6859,eX3 VIDEOS CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
6859,eX3 VIDEOS POSTER,0.0,1.0,0.0,0.0,0.0
6859,eX3 MAIN MENU AIRLINE INFO POSTER,0.0,1.0,0.0,0.0,0.0
6859,eX3 GAMES SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
6859,eX3 GAMES SUB-CATEGORY DIVIDER 1,0.0,1.0,0.0,0.0,0.0
6859,eX3 GAMES_SUB-CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
6859,eX3 GAMES_SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
6859,eX3 MAIN MENU GAMES POSTER,0.0,1.0,0.0,0.0,0.0
6859,eX3 MUSIC SUB-CATEGORY DIVIDER 5,0.0,1.0,0.0,0.0,0.0
6859,eX3 MUSIC SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
6859,eX3 MUSIC SUB-CATEGORY DIVIDER 1,0.0,1.0,0.0,0.0,0.0
6859,eX3 MUSIC SUB-CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
6859,eX3 MUSIC SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
6859,eX3 MAIN MENU MUSIC POSTER,0.0,1.0,0.0,0.0,0.0
6859,eX3 TELEVISION SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
6859,eX3 TELEVISION SUB-CATEGORY DIVIDER 1,0.0,1.0,0.0,0.0,0.0
6859,eX3 TELEVISION SUB-CATEGORY POSTER 2,0.0,1.0,0.0,0.0,0.0
6859,eX3 TELEVISION_SUB-CATEGORY POSTER 1,0.0,1.0,0.0,0.0,0.0
6859,eX3 MAIN MENU - TV POSTER,0.0,1.0,0.0,0.0,0.0
6859,eX3 MOVIE SUB-CATEGORY DIVIDER 5 ,0.0,1.0,0.0,0.0,0.0
6859,eX3 MOVIE SUB-CATEGORY DIVIDER 3,0.0,1.0,0.0,0.0,0.0
6859,eX3 MOVIE SUB-CATEGORY DIVIDER 1 ,0.0,1.0,0.0,0.0,0.0
6859,eX3 MOVIE SUB-CATEGORY POSTER 2,-0.0,1.0,0.0,0.0,0.0
